,Team Name,Rank_private,Rank_public,Shake,Score_private,Score_public,Entries
41,Epochs of Fury,42,51,9,0.9386,0.93875,159
42,DmitryKotovenko,43,46,3,0.93853,0.9414,6
43,AgilityAI,44,53,9,0.93841,0.93677,332
44,alup,46,59,13,0.93705,0.93491,62
45,BIG 203,47,57,10,0.93575,0.93504,93
46,Alexander Kovalev,48,77,29,0.93417,0.92549,60
47,n01z3,49,70,21,0.93407,0.92862,6
48,Joglife Tan,50,60,10,0.93324,0.93455,133
49,Qidian213,51,74,23,0.93303,0.92618,65
50,ashirahama,52,65,13,0.93273,0.92949,139
51,Whale-DSG,53,54,1,0.93206,0.93579,99
52,Hansoluo,54,87,33,0.93153,0.92342,121
53,gakki,55,75,20,0.93093,0.92613,157
54,believing in fairy tails,56,79,23,0.93024,0.9252,66
55,Miguel Pinto,57,72,15,0.92988,0.92766,162
56,no more fork and run,58,67,9,0.92972,0.92898,140
57,Lin12345,59,68,9,0.9297,0.92888,123
58,takuoko,60,78,18,0.92929,0.92532,42
59,lsfszyf,61,93,32,0.92926,0.92102,108
60,ValeriyBabushkin,62,83,21,0.9287,0.92423,4
61,Soonhwan Kwon,63,69,6,0.92858,0.92884,99
62,Chris J.Liu@makethingswork,64,81,17,0.92824,0.92479,42
63,Miklos Kepiro,65,89,24,0.92806,0.92316,57
64,sUehara,66,82,16,0.92799,0.92442,128
65,Philip,67,107,40,0.92764,0.91567,96
66,SWJTUers,68,84,16,0.92761,0.92408,100
67,atom1231,69,85,16,0.92719,0.92389,159
68,wzfstat,70,90,20,0.92702,0.92209,31
69,Li Bin,71,73,2,0.92614,0.92654,93
70,ADiffM,72,80,8,0.92546,0.9248,104
71,outrunner,73,92,19,0.92522,0.92181,50
72,JY Chen,74,94,20,0.92514,0.92042,112
73,Tianze Liu,75,116,41,0.92494,0.91248,70
74,YUNFEI DUAN,76,99,23,0.92488,0.91884,67
75,Happy Whale and Wells,77,110,33,0.92468,0.91531,71
76,KulishYurii,78,95,17,0.92448,0.92025,55
77,Batiary,79,146,67,0.92439,0.90067,62
78,qqqq,80,76,-4,0.92428,0.92565,94
79,sokazaki,82,100,18,0.92379,0.91768,103
80,FeiYee,83,105,22,0.9236,0.91617,11
81,Marek Wyborski,85,97,12,0.92288,0.91924,41
82,MountainClimber,86,122,36,0.92265,0.90979,93
83,[ods.ai] Borys Tymchenko,87,96,9,0.92255,0.91939,79
84,eagle4,88,88,0,0.9225,0.92318,235
85,Sean Johnson,89,108,19,0.92213,0.91563,135
86,mingye,91,111,20,0.92185,0.91455,59
87,Default,92,71,-21,0.92107,0.9279,87
88,Eduardo Rocha de Andrade,93,21,-72,0.92043,0.95815,54
89,toshi_k,94,103,9,0.92039,0.91658,133
90,xiaoyu,95,112,17,0.92024,0.91326,20
91,Nikolas,96,49,-47,0.92003,0.93953,6
92,Master Piece,97,124,27,0.91978,0.90854,7
93,Atanas Atanasov,98,114,16,0.91934,0.91303,18
94,THUDATA,99,113,14,0.91932,0.91319,38
95,Ouranos,100,138,38,0.91759,0.90315,104
96,忠辉 游,101,118,17,0.91744,0.9111,52
97,avsanjay,102,104,2,0.91709,0.91618,30
98,一锅炖不下,103,130,27,0.91706,0.90568,171
99,arti_tre,104,117,13,0.91705,0.9118,59
100,rm-rf /,105,129,24,0.91686,0.90596,111
101,NoFreeBreakfast,106,126,20,0.91669,0.9083,33
102,YuanXu,107,160,53,0.91633,0.89714,139
103,mlearner,108,119,11,0.91622,0.9107,90
104,syoya,109,123,14,0.91575,0.90969,57
105,liuchang,110,131,21,0.91526,0.90567,62
106,zaki,111,140,29,0.91505,0.9028,53
107,Zihan Huang,112,125,13,0.91486,0.90851,29
108,yurou,113,135,22,0.91453,0.9034,23
109,iix,114,136,22,0.91453,0.9034,199
110,Sheng Chuan,115,150,35,0.91445,0.90035,21
111,Val An,116,147,31,0.91398,0.90063,86
112,Nat Bel ML Fun,117,133,16,0.91339,0.90384,40
113,chendanxia,118,143,25,0.91305,0.90144,65
114,Ena,119,139,20,0.91302,0.90312,140
115,ariel,120,137,17,0.91301,0.90326,26
116,Wcw1,121,151,30,0.91288,0.90028,33
117,adegan,122,115,-7,0.91262,0.91287,169
118,[ods.ai] City_N,123,134,11,0.91258,0.90367,89
119,andrekos,124,128,4,0.91242,0.90652,38
120,better don't solo,125,132,7,0.91207,0.90443,23
121,Filip Sivák,126,127,1,0.91201,0.90741,37
122,Vahid,127,121,-6,0.91193,0.90991,31
123,whalesfitting,128,142,14,0.91185,0.90151,330
124,ヒットマン,129,159,30,0.91169,0.89753,14
125,vikeezhou,130,2,-128,0.91168,0.97419,59
126,Peppa,131,141,10,0.91119,0.90233,25
127,Alexandre Cadrin-Chênevert,132,120,-12,0.91069,0.91026,19
128,xungeer29,133,39,-94,0.9103,0.9452,51
129,souraj,134,163,29,0.91021,0.89629,9
130,RSB,135,162,27,0.91021,0.89629,2
131,Igor Praznik,136,157,21,0.90954,0.89804,106
132,komsomolsk,137,191,54,0.90924,0.89075,32
133,Xiangdi Liu,138,154,16,0.90884,0.89952,12
134,Rafael Yamagata,139,185,46,0.90853,0.89197,7
135,JGJP,140,170,30,0.90829,0.89432,176
136,YouHan Lee,141,26,-115,0.90818,0.95555,60
137,Schrödinger's Curtin,142,169,27,0.90817,0.89457,13
138,radek,143,180,37,0.90813,0.8929,29
139,Juliet,144,190,46,0.90689,0.89086,4
140,smiletat,145,161,16,0.90654,0.89649,26
141,ywang,146,172,26,0.90625,0.89403,8
142,sneffort,147,181,34,0.90617,0.89227,31
143,zhangeng,148,153,5,0.90611,0.89954,93
144,emmm,149,184,35,0.90607,0.89208,14
145,Deep_patience,150,192,42,0.90534,0.89044,58
146,TTT,151,158,7,0.90504,0.89788,34
147,Freilings,152,155,3,0.90502,0.89913,50
148,14 rounds BBQ,153,173,20,0.90478,0.894,42
149,Bojan Tunguz,154,144,-10,0.9047,0.90098,34
150,Nooh,155,179,24,0.90453,0.8929,13
151,PhantomTroupe,156,152,-4,0.90453,0.89997,193
152,ensemble,157,188,31,0.9044,0.89111,73
153,summer,158,149,-9,0.90437,0.90053,37
154,Dmitriy Ershov,159,197,38,0.90392,0.89001,40
155,yvan,160,199,39,0.90346,0.8892,7
156,koreanbear89,161,148,-13,0.90345,0.90054,63
157,Van Vinor,162,44,-118,0.90327,0.94402,19
158,Andy Yu,163,168,5,0.90325,0.89513,150
159,kerukun,164,174,10,0.90311,0.89391,36
160,Random_prediction,165,31,-134,0.90307,0.95034,186
161,~桃子~,166,145,-21,0.90306,0.90086,9
162,Adam Chang,167,167,0,0.90243,0.89534,62
163,Strideradu,168,195,27,0.90226,0.89008,10
164,Sergey Zhitansky,169,206,37,0.90223,0.88842,15
165,Drewe,170,187,17,0.90195,0.89149,48
166,Adel Valiullin,171,166,-5,0.90181,0.89601,21
167,kingu,172,215,43,0.90169,0.88596,33
168,Maksym,173,165,-8,0.90106,0.89606,104
169,[ods.ai] neibyr,174,186,12,0.90105,0.89181,47
170,Philip Popien,175,213,38,0.90098,0.88683,26
171,ni zhengqi,176,217,41,0.90064,0.88534,20
172,PMS,177,194,17,0.90061,0.89011,60
173,what the whale says uooo---h~,178,208,30,0.90038,0.88824,56
174,tkc_,179,209,30,0.90036,0.88787,19
175,Feng.W,180,156,-24,0.90028,0.89814,85
176,WithLi,181,171,-10,0.90022,0.89414,47
177,ssshch,182,228,46,0.89952,0.88349,65
178,Xiaozhong2019,183,175,-8,0.89935,0.89355,32
179,[ods.ai] Artyom Palvelev,184,3,-181,0.89929,0.97419,42
180,stonemason,185,238,53,0.89929,0.87889,111
181,sist_lee,186,224,38,0.89922,0.88392,14
182,Pawel Kondys,187,204,17,0.89916,0.88896,22
183,10Clouds,188,203,15,0.89916,0.88896,43
184,Jungwoo Park,189,210,21,0.89901,0.88772,102
185,Monster,190,177,-13,0.89893,0.89343,46
186,Thiago Balbo,191,198,7,0.8989,0.8892,34
187,Leo_Wangt,192,239,47,0.89848,0.87876,29
188,xiaobaoli,193,189,-4,0.89845,0.89087,9
189,gengshi,194,241,47,0.89844,0.87855,75
190,Obiwen,195,226,31,0.89833,0.88363,28
191,Grant,196,211,15,0.89817,0.88756,19
192,Leon_JYW,197,202,5,0.89758,0.88899,14
193,maomao,198,231,33,0.89749,0.88261,4
194,firion,199,246,47,0.89749,0.8776,8
195,To Train Them Is My Cause,200,232,32,0.89745,0.88245,31
196,kiyomomo,201,219,18,0.89733,0.88516,73
197,We'd rather be diving,202,230,28,0.89727,0.88268,1
198,madd,203,261,58,0.89708,0.87324,19
199,neuhshc,204,176,-28,0.8968,0.8935,2
200,HarryQuake,206,242,36,0.89661,0.87811,70
201,HiYellowC,208,196,-12,0.89629,0.89006,64
202,Tomonori Masui,207,223,16,0.89629,0.88395,7
203,what_are_you_waiting_for,209,233,24,0.89621,0.88216,22
204,Shiro Kawakita,210,205,-5,0.89613,0.88893,5
205,LazyLearner,211,183,-28,0.89593,0.89209,36
206,Lei Zhong,212,235,23,0.89568,0.88097,15
207,haider ali,213,225,12,0.89564,0.8837,161
208,shiron8bit,214,245,31,0.89544,0.87762,62
209,ns64,215,222,7,0.89486,0.88437,54
210,zinza,216,212,-4,0.8948,0.88737,34
211,datasaurus,217,182,-35,0.89426,0.89227,96
212,KAI CHUN HSU,218,259,41,0.89425,0.87428,3
213,Branden Murray,219,243,24,0.89393,0.87788,35
214,VN Draw Me A Star,220,201,-19,0.89384,0.88905,156
215,Dromosys,221,244,23,0.89319,0.87777,37
216,ag,222,207,-15,0.89302,0.88841,109
217,GO FOR IT,223,249,26,0.8924,0.87672,16
218,Foo_Foo,224,237,13,0.89215,0.87901,29
219,chris young,225,218,-7,0.89191,0.88528,24
220,QLDL,226,405,179,0.89114,0.86815,71
221,David de la Iglesia Castro,227,260,33,0.89114,0.87413,117
222,lemonwater600ml,228,258,30,0.8911,0.8744,10
223,JisongXie,229,234,5,0.89088,0.88144,52
224,M2KeyOfZ,230,281,51,0.89036,0.87073,26
225,MSJose,231,282,51,0.8902,0.87066,56
226,nea,232,200,-32,0.8898,0.8891,5
227,xiaolian,233,221,-12,0.88942,0.88467,83
228,Phan Doan Phuc,234,236,2,0.88926,0.88014,23
229,Shai,235,248,13,0.88915,0.87684,33
230,zlsh80826,236,296,60,0.88879,0.8691,33
231,Soliton,237,266,29,0.88875,0.8726,21
232,XiaokangWang,238,250,12,0.8882,0.87622,70
233,gawashi,239,254,15,0.88793,0.87495,5
234,Mayukh Bhattacharyya,240,255,15,0.88785,0.87452,55
235,YaGana Sheriff-Hussaini,241,256,15,0.8878,0.8745,65
236,RossWightman,242,178,-64,0.88768,0.89335,18
237,Amine AMYAR,243,253,10,0.88744,0.87496,30
238,SF,244,257,13,0.88696,0.87449,80
239,Godel's Disciples,245,276,31,0.88673,0.87185,21
240,Tomas Lysek,246,286,40,0.8866,0.86976,73
241,Vladimir Fomenko,247,407,160,0.88641,0.86797,151
242,Zungmann,248,17,-231,0.88602,0.9596,9
243,neongen,249,285,36,0.88583,0.86999,32
244,Daqin Luo,250,247,-3,0.88548,0.87747,10
245,carolinemu96,251,263,12,0.88518,0.87318,14
246,Wen Xue,252,264,12,0.88518,0.87318,9
247,Tibbers,253,267,14,0.88455,0.87234,12
248,Elisey Gusev,254,277,23,0.88415,0.87182,3
249,Vikram Hegde,255,229,-26,0.88396,0.88321,17
250,voilin,256,484,228,0.88389,0.86196,22
251,liutongwei,257,279,22,0.88368,0.87175,20
252,rc95401,258,294,36,0.88347,0.86923,40
253,hidekikimura,259,283,24,0.88346,0.87046,76
254,alijs,260,274,14,0.88331,0.87188,3
255,Paulo Pinto,261,268,7,0.8833,0.87198,64
256,abdelatif,262,272,10,0.88328,0.87188,27
257,大黑楼,263,269,6,0.88328,0.87188,58
258,Möbius,264,270,6,0.88328,0.87188,50
259,Puck Wang,265,271,6,0.88328,0.87188,4
260,kojimar,266,273,7,0.88328,0.87188,18
261,kwigan,267,275,8,0.88328,0.87188,6
262,dmitrynovikov,269,214,-55,0.88315,0.88666,52
263,Karolis Ramanauskas,270,262,-8,0.8831,0.87322,33
264,Qile Tan,271,298,27,0.88309,0.86885,31
265,yasuyuki_tn,272,280,8,0.88299,0.87078,76
266,hamid haghshenas,273,402,129,0.88229,0.86843,59
267,asasan,275,300,25,0.88219,0.86876,12
268,student,276,401,125,0.88207,0.86846,29
269,Mohammed Tayor,277,327,50,0.88201,0.86865,48
270,gooron,278,287,9,0.882,0.86942,18
271,anokas,279,252,-27,0.88197,0.87536,19
272,baka,280,251,-29,0.88191,0.87622,14
273,AjaykumarManimala,281,409,128,0.88175,0.86764,7
274,sanjeethjveigas,297,340,43,0.88169,0.86865,4
275,Neil Gao,311,324,13,0.88169,0.86865,2
276,Mayhem Managers,308,317,9,0.88169,0.86865,4
277,BhaveshPatidar,307,413,106,0.88169,0.86754,25
278,Alok,306,393,87,0.88169,0.86865,11
279,YangHu,305,422,117,0.88169,0.86754,3
280,fuyong_Xu,304,415,111,0.88169,0.86754,12
281,Alex Tolkachev,303,312,9,0.88169,0.86865,7
282,Aedilics,302,347,45,0.88169,0.86865,24
283,lazygang,301,367,66,0.88169,0.86865,97
284,Patrick DeKelly,300,366,66,0.88169,0.86865,6
285,[TensorMusic] Patryk Binkowski,299,376,77,0.88169,0.86865,24
286,Anton Chikin,298,385,87,0.88169,0.86865,13
287,lucaskg,310,338,28,0.88169,0.86865,3
288,Thumas,296,355,59,0.88169,0.86865,5
289,Jolyon,288,416,128,0.88169,0.86754,12
290,Amimul Ihsan,295,421,126,0.88169,0.86754,1
291,l0glikelihood,283,359,76,0.88169,0.86865,7
292,Dmitry Kozlov,284,386,102,0.88169,0.86865,7
293,Blonde,285,391,106,0.88169,0.86865,11
294,ngyope,286,412,126,0.88169,0.86754,10
295,justart,287,417,130,0.88169,0.86754,21
296,Migaloo,309,414,105,0.88169,0.86754,45
297,Yang,289,423,134,0.88169,0.86754,6
298,Mayank Soni,291,319,28,0.88169,0.86865,3
299,Wesley Ugang,292,418,126,0.88169,0.86754,33
300,Free Willy Fans,293,308,15,0.88169,0.86865,52
301,PentaMind,290,411,121,0.88169,0.86754,10
302,Nelson Hong Ming Tseng,294,420,126,0.88169,0.86754,12
303,Vansh Jatana,312,318,6,0.88141,0.86865,44
304,Brian,313,448,135,0.88136,0.86652,33
305,JM100,314,424,110,0.88129,0.86735,5
306,Some creative name,331,351,20,0.88121,0.86865,10
307,DungNB,328,305,-23,0.88121,0.86865,10
308,Edmon,329,325,-4,0.88121,0.86865,5
309,Nanashi,330,307,-23,0.88121,0.86865,12
310,Zito,334,384,50,0.88121,0.86865,8
311,Sergeeva Sofiya,332,427,95,0.88121,0.86717,5
312,Mike Kim,333,316,-17,0.88121,0.86865,6
313,Abhishek,326,426,100,0.88121,0.86717,2
314,Lathwal,335,334,-1,0.88121,0.86865,26
315,rtangled,336,333,-3,0.88121,0.86865,13
316,rednivrug,327,322,-5,0.88121,0.86865,42
317,StevenTMHsu德明,323,373,50,0.88121,0.86865,43
318,differentialmind,325,344,19,0.88121,0.86865,18
319,Ahmed Kamel Taha,324,329,5,0.88121,0.86865,15
320,Mark Conway,322,310,-12,0.88121,0.86865,11
321,gavrand,321,328,7,0.88121,0.86865,24
322,Yangguang Li,320,429,109,0.88121,0.86717,7
323,zhenxing ye,319,431,112,0.88121,0.86717,41
324,Phaedrus,317,371,54,0.88121,0.86865,32
325,Sergey Enikeev,316,430,114,0.88121,0.86717,7
326,deltaomega,315,339,24,0.88121,0.86865,4
327,Anna Novikova,318,419,101,0.88121,0.86754,15
328,Luca Massaron,337,370,33,0.8812,0.86865,18
329,KimposiPungmudong,338,291,-47,0.88119,0.86937,16
330,dhaqui,341,290,-51,0.88117,0.86937,28
331,Armin25,342,428,86,0.88117,0.86717,86
332,Lucien de Rubempre,340,425,85,0.88117,0.86728,11
333,tamanyan,339,288,-51,0.88117,0.86937,39
334,loveisp,344,332,-12,0.88105,0.86865,9
335,RAgarwal,345,299,-46,0.88098,0.86884,41
336,Alexander T,346,323,-23,0.88091,0.86865,5
337,ɴicoʟɑsʜeʀʀan,384,313,-71,0.88088,0.86865,6
338,gankJohn,389,326,-63,0.88088,0.86865,24
339,mle,388,346,-42,0.88088,0.86865,3
340,rvslight,387,8,-379,0.88088,0.97219,36
341,tanaka,386,361,-25,0.88088,0.86865,24
342,Eric Vos,385,314,-71,0.88088,0.86865,38
343,GeonHee Ryu,382,353,-29,0.88088,0.86865,6
344,data warriors,383,304,-79,0.88088,0.86865,4
345,KevinGarda,391,343,-48,0.88088,0.86865,19
346,Arunkumar V Ramanan,381,388,7,0.88088,0.86865,80
347,ay caramba!,380,397,17,0.88088,0.86865,48
348,Andrew Shevelev,379,383,4,0.88088,0.86865,3
349,Tetyana Yatsenko,390,364,-26,0.88088,0.86865,28
350,stormstone,394,354,-40,0.88088,0.86865,4
351,Arthur Kipel,392,389,-3,0.88088,0.86865,27
352,NxGTR,393,309,-84,0.88088,0.86865,16
353,DeepLenin,377,399,22,0.88088,0.86865,8
354,yzhang858,395,394,-1,0.88088,0.86865,9
355,liuru peng,396,10,-386,0.88088,0.96976,14
356,Lawrence Chernin,397,331,-66,0.88088,0.86865,5
357,richarde,398,358,-40,0.88088,0.86865,7
358,Flavien Gelineau,399,321,-78,0.88088,0.86865,12
359,Migs Rocha,400,315,-85,0.88088,0.86865,21
360,Giba,401,360,-41,0.88088,0.86865,14
361,goose_team,402,303,-99,0.88088,0.86865,18
362,Anton Enns,403,382,-21,0.88088,0.86865,7
363,Cong Bao,404,392,-12,0.88088,0.86865,1
364,Moradnejad,378,302,-76,0.88088,0.86865,38
365,star,376,337,-39,0.88088,0.86865,9
366,PengShuang,359,368,9,0.88088,0.86865,18
367,Rohit Agarwal,360,345,-15,0.88088,0.86865,6
368,alex,348,377,29,0.88088,0.86865,24
369,Gilang Ardya,349,362,13,0.88088,0.86865,11
370,Obel,350,330,-20,0.88088,0.86865,9
371,yknmt,351,379,28,0.88088,0.86865,11
372,I want to quit this competition,352,109,-243,0.88088,0.91543,31
373,Vikas Pandey,353,306,-47,0.88088,0.86865,1
374,Tenich,354,365,11,0.88088,0.86865,3
375,maesaer,355,342,-13,0.88088,0.86865,29
376,Andrey Vykhodtsev,356,374,18,0.88088,0.86865,2
377,Shizhan,357,341,-16,0.88088,0.86865,1
378,RomanKyrychenko,358,348,-10,0.88088,0.86865,5
379,Akhilesh Rai,375,350,-25,0.88088,0.86865,5
380,Andrey Anisimov,362,400,38,0.88088,0.86865,3
381,Team Diaby,347,375,28,0.88088,0.86865,5
382,Саша,363,363,0,0.88088,0.86865,5
383,Igor Samenko,364,335,-29,0.88088,0.86865,14
384,Albert Tukhvatullin,365,352,-13,0.88088,0.86865,21
385,gully_boyz,366,380,14,0.88088,0.86865,8
386,cchen6180,367,398,31,0.88088,0.86865,5
387,Harinath Selvaraj,368,369,1,0.88088,0.86865,4
388,Chia-Ta Tsai,369,396,27,0.88088,0.86865,2
389,Vadzim Yermakou,370,320,-50,0.88088,0.86865,6
390,Andrey Mitrofanov,371,378,7,0.88088,0.86865,2
391,Oleg Panichev,372,356,-16,0.88088,0.86865,8
392,DSML SQUAD,373,406,33,0.88088,0.86801,2
393,[ods.ai] limpidgear,374,381,7,0.88088,0.86865,33
394,Maria Wellen,405,295,-110,0.88079,0.86912,103
395,Shigabeev,410,439,29,0.88052,0.86679,1
396,Minghao Liu,413,433,20,0.88052,0.86679,13
397,Heinz,411,437,26,0.88052,0.86679,108
398,Deltascience,412,432,20,0.88052,0.86679,14
399,jeandebleau,409,438,29,0.88052,0.86679,42
400,I need a GPU,406,441,35,0.88052,0.86679,46
401,Ruslan Baikulov,408,435,27,0.88052,0.86679,24
402,Jiahou Liu,407,442,35,0.88052,0.86679,7
403,Abdelwahed Assklou,414,301,-113,0.88041,0.86866,10
404,arter,415,445,30,0.88041,0.86678,4
405,free willy,416,297,-119,0.88039,0.8689,15
406,Bogdan Pantic,417,485,68,0.88037,0.86158,23
407,Jackling_Gu,418,408,-10,0.88027,0.8677,24
408,DeepHunter,419,482,63,0.88018,0.86239,40
409,Connor Barnhill,420,457,37,0.87982,0.86453,60
410,kanbac5,421,293,-128,0.87955,0.86931,85
411,xwill,422,450,28,0.87949,0.86559,79
412,DavidGbodiOdaibo,423,292,-131,0.87931,0.86933,26
413,carrie,424,7,-417,0.87915,0.97232,31
414,WellTale,425,502,77,0.87898,0.85726,23
415,Alexander Karpich,426,449,23,0.87889,0.8658,41
416,Janos,427,451,24,0.87877,0.86531,17
417,TeraFlops on C480 ML M5,428,265,-163,0.87872,0.87267,19
418,MV®,429,284,-145,0.87863,0.87014,6
419,djona,430,403,-27,0.87842,0.8684,4
420,Ataraksia,442,468,26,0.87841,0.86453,1
421,Kirill Simakov,453,455,2,0.87841,0.86453,5
422,Kishore M,452,466,14,0.87841,0.86453,45
423,Sometime,451,462,11,0.87841,0.86453,12
424,[ods.ai] kiraving,450,470,20,0.87841,0.86453,4
425,ranjoranjan,449,472,23,0.87841,0.86453,5
426,Nuno Ferreira,448,471,23,0.87841,0.86453,18
427,ISMAIL YILDIZ,447,463,16,0.87841,0.86453,5
428,Fredrik Jonsson,446,473,27,0.87841,0.86453,4
429,iyss,445,460,15,0.87841,0.86453,31
430,JohnM,444,456,12,0.87841,0.86453,6
431,Artyom Lyan,443,444,1,0.87841,0.86679,39
432,Pies,441,465,24,0.87841,0.86453,2
433,svarnow,435,459,24,0.87841,0.86453,16
434,KGY,431,458,27,0.87841,0.86453,1
435,hahaha,432,477,45,0.87841,0.86453,46
436,Saurabh Kumar,440,461,21,0.87841,0.86453,42
437,WhalesAreMammals,434,475,41,0.87841,0.86453,13
438,CSML-Team-1,433,464,31,0.87841,0.86453,2
439,anhnam_xtanh,436,467,31,0.87841,0.86453,16
440,Niranjan Nakkala,437,476,39,0.87841,0.86453,11
441,Marek,438,474,36,0.87841,0.86453,34
442,Gaza 01,439,469,30,0.87841,0.86453,6
443,xffj,454,447,-7,0.8783,0.86675,16
444,rameshlal,455,452,-3,0.87829,0.86473,5
445,LorePep,456,483,27,0.87822,0.86213,23
446,NSTS,457,404,-53,0.87822,0.8684,7
447,ramesh,458,478,20,0.8782,0.86426,5
448,Parallel Places,459,479,20,0.87805,0.86426,10
449,Yu Fujiki,460,395,-65,0.87792,0.86865,10
450,Nek Huang,461,620,159,0.87779,0.85109,21
451,Frank Guo,462,454,-8,0.87738,0.8646,51
452,KongliangYu,463,453,-10,0.87721,0.86467,15
453,oreo,464,481,17,0.87581,0.86263,6
454,Onlise,465,487,22,0.87572,0.86038,5
455,gunjun,466,618,152,0.87559,0.85221,11
456,№9 Жатақхана,467,495,28,0.87459,0.85863,28
457,Red_Pando,468,240,-228,0.87451,0.87866,24
458,xut226,470,614,144,0.8728,0.85492,15
459,James Wu,471,446,-25,0.87277,0.86676,19
460,something4kag,472,490,18,0.8727,0.85956,11
461,See--,473,493,20,0.87218,0.85905,53
462,hahah,474,494,20,0.87212,0.85884,1
463,xcoorr,475,615,140,0.87172,0.85436,2
464,Wahengbam,476,488,12,0.87129,0.86034,37
465,SrineshC,477,489,12,0.87104,0.8599,50
466,nero,478,622,144,0.87098,0.84789,13
467,LIM HJ,479,503,24,0.87084,0.85716,8
468,I can't,480,491,11,0.87076,0.8592,17
469,oalenkin,481,492,11,0.87051,0.8592,13
470,GideonTeo,482,496,14,0.86999,0.85792,6
471,FreddyDaKing,483,500,17,0.86994,0.8576,28
472,Yuewei Jiang,484,499,15,0.86993,0.85775,5
473,zongyuYin,485,387,-98,0.86973,0.86865,18
474,tong2016,486,498,12,0.86907,0.85776,8
475,jiexian,487,506,19,0.86906,0.85602,6
476,Skymont Labs,488,505,17,0.86899,0.85663,12
477,Ivan Ishchukov,489,497,8,0.8689,0.8579,21
478,Gheghe,490,357,-133,0.86887,0.86865,87
479,Shun Kakinoki,491,504,13,0.86886,0.85686,13
480,Saulius Tautvaisas,492,501,9,0.86866,0.85734,2
481,Bohdan Zhurakovskyi,493,611,118,0.86863,0.85525,18
482,Yunuscan Koçak,494,510,16,0.86854,0.85562,18
483,kaggle挑战小队,495,509,14,0.86848,0.85564,6
484,witwitchayakarn,496,33,-463,0.86839,0.94768,27
485,Moby Dick,569,522,-47,0.86838,0.85538,25
486,keleas,568,434,-134,0.86838,0.86679,19
487,Ravinder,567,538,-29,0.86838,0.85538,3
488,Philip Snyder,566,551,-15,0.86838,0.85538,3
489,theta,565,604,39,0.86838,0.85538,3
490,David Luo,564,581,17,0.86838,0.85538,10
491,Karan Jakhar,563,535,-28,0.86838,0.85538,11
492,Hang Chen,559,589,30,0.86838,0.85538,1
493,AlejandroCoronado,562,578,16,0.86838,0.85538,7
494,DrHB,561,572,11,0.86838,0.85538,2
495,willer,560,577,17,0.86838,0.85538,5
496,xiaohouz1,552,590,38,0.86838,0.85538,8
497,Meiyi Yang,558,512,-46,0.86838,0.85538,11
498,Vishy,547,602,55,0.86838,0.85538,8
499,cchangcs,557,527,-30,0.86838,0.85538,6
500,remora,556,526,-30,0.86838,0.85538,12
501,zhengbin,555,588,33,0.86838,0.85538,19
502,Ashish Jagadish,554,552,-2,0.86838,0.85538,1
503,SunnyJi,553,601,48,0.86838,0.85538,5
504,Aleksandar,571,591,20,0.86838,0.85538,2
