,Team Name,Rank_private,Rank_public,Shake,Score_private,Score_public,Entries
56,roush,59,43,-16,0.53338,0.61135,52.0
57,ValeriyBabushkin,60,32,-28,0.5331,0.61575,5.0
58,大招放早了,61,83,22,0.53257,0.59365,124.0
59,[ods.ai] Ivan Sosin,62,112,50,0.53255,0.5863,52.0
60,KazAnova,63,95,32,0.53179,0.58937,56.0
61,Robin Smits,64,49,-15,0.53152,0.6065699999999999,242.0
62,[ods.ai] Miras Amir,65,58,-7,0.5309699999999999,0.60377,4.0
63,Gaven Tian,66,82,16,0.53095,0.5936600000000001,3.0
64,[ods.ai] Anton Vess,67,183,116,0.53069,0.56298,46.0
65,saihyou,68,36,-32,0.5303800000000001,0.61345,123.0
66,interneuron,69,89,20,0.5300600000000001,0.59083,213.0
67,diCELLa,70,114,44,0.52955,0.58622,238.0
68,klickmal,71,86,15,0.52946,0.59242,118.0
69,[ods.ai] 🚀,72,56,-16,0.52868,0.6045,152.0
70,cowboy & bebop,73,57,-16,0.52865,0.60411,90.0
71,leoil,74,72,-2,0.5286,0.59785,26.0
72,gold medal,75,45,-30,0.52805,0.61036,165.0
73,Philip Popien,76,138,62,0.52776,0.57727,38.0
74,Bioinformaticians,77,84,7,0.5273,0.5935600000000001,141.0
75,SacredGames,78,52,-26,0.52728,0.60645,82.0
76,akensert,79,68,-11,0.52717,0.59958,177.0
77,Yu & Ding & Tang,80,80,0,0.52705,0.59416,221.0
78,Kirill Blinov,81,148,67,0.52695,0.57129,152.0
79,nabe,82,128,46,0.52676,0.58054,54.0
80,🇻🇳 KTD,83,94,11,0.5267,0.58941,108.0
81,maybe_forever,84,134,50,0.52667,0.5788,69.0
82,PAOK,85,79,-6,0.52637,0.5942,105.0
83,Dragon,86,113,27,0.52608,0.58628,211.0
84,RICK,87,188,101,0.5259699999999999,0.5618,6.0
85,Legion,88,118,30,0.5253399999999999,0.5845,98.0
86,Ireko8,89,21,-68,0.52456,0.6229899999999999,214.0
87,YALICKJ,90,87,-3,0.52451,0.59118,52.0
88,501,91,50,-41,0.5240600000000001,0.60656,112.0
89,Yurii Rebryk,92,76,-16,0.52325,0.59567,104.0
90,ns64,93,93,0,0.52303,0.58948,75.0
91,HNU-e,94,54,-40,0.52231,0.6055,370.0
92,The Ox,95,119,24,0.5221100000000001,0.58444,62.0
93,Tim H,96,38,-58,0.52194,0.61292,259.0
94,7-day protein proteam,97,110,13,0.52187,0.5865,41.0
95,The Unseens,98,88,-10,0.52173,0.5908899999999999,72.0
96,bmci,99,99,0,0.52165,0.58822,51.0
97,Vinicius,100,55,-45,0.52158,0.6048100000000001,141.0
98,Ming Zhao,101,106,5,0.5215,0.5868800000000001,48.0
99,Shanshan_Wang,102,104,2,0.5215,0.58732,40.0
100,Mi Mần Chi Rứa?,103,28,-75,0.5213800000000001,0.61805,438.0
101,[为了买房.ppt] Ren,104,77,-27,0.52128,0.5948,70.0
102,zhx1586,105,247,142,0.52127,0.53265,43.0
103,ML sutdy ha ha,106,90,-16,0.5212600000000001,0.5907100000000001,152.0
104,yanglehan,107,108,1,0.5210100000000001,0.58672,11.0
105,小练,108,139,31,0.52064,0.57714,128.0
106,[ods.ai] yamiou,109,182,73,0.5205,0.56338,55.0
107,daryl,110,204,94,0.52028,0.5554,61.0
108,fhiutc,111,130,19,0.51995,0.58035,27.0
109,cIN_(oo_),112,115,3,0.51995,0.58523,57.0
110,toxic spot,113,96,-17,0.5199,0.5892,133.0
111,BH,114,174,60,0.51989,0.56623,154.0
112,Di Di,115,129,14,0.51983,0.5805100000000001,38.0
113,杨超越,116,53,-63,0.51974,0.60611,149.0
114,owruby,117,103,-14,0.5195,0.58738,54.0
115,dollofpikachu,118,69,-49,0.5195,0.59922,171.0
116,syoya,119,189,70,0.51944,0.56128,85.0
117,Jingxiao Gu,120,63,-57,0.51928,0.60249,116.0
118,Fan CC,121,175,54,0.51885,0.56619,24.0
119,kiiiya_osaka,122,162,40,0.51857,0.56762,157.0
120,AngTK&SAIL,123,92,-31,0.51856,0.58997,4.0
121,NTU_CSIE346,124,111,-13,0.51851,0.5865,149.0
122,昂_星辰,125,97,-28,0.51846,0.58887,14.0
123,Ubique,126,71,-55,0.5183300000000001,0.59835,37.0
124,deltafitting,127,165,38,0.51736,0.56723,55.0
125,alexleetw,128,166,38,0.51736,0.56723,33.0
126,Dmitry Kozlov,129,184,55,0.51681,0.56281,7.0
127,WIZ*ONE,130,135,5,0.51669,0.5785,36.0
128,Adam Chang,131,149,18,0.51632,0.5707300000000001,95.0
129,zhengjie,132,125,-7,0.5162100000000001,0.5808,64.0
130,[ods.ai] Sergey Malyutin,133,151,18,0.51618,0.5706,231.0
131,fo40225,134,131,-3,0.5159100000000001,0.5794600000000001,8.0
132,Karen & Lex,135,123,-12,0.51588,0.58243,87.0
133,FabianIsensee,136,160,24,0.5158,0.56775,38.0
134,Iron Egg,137,244,107,0.51558,0.53357,133.0
135,MJP solution,138,39,-99,0.51486,0.61216,275.0
136,Peterzhang,139,140,1,0.51472,0.57636,52.0
137,summer,140,161,21,0.5142100000000001,0.5676899999999999,17.0
138,student,141,168,27,0.5140600000000001,0.56704,25.0
139,fujisan,142,201,59,0.5139699999999999,0.5567300000000001,24.0
140,Azar Huang,143,102,-41,0.51334,0.5879,50.0
141,zymale,144,156,12,0.51305,0.56885,142.0
142,[open.dse] [ods.ai] V,145,133,-12,0.51244,0.57905,27.0
143,No name,146,167,21,0.51236,0.5672,31.0
144,LazyLearner,147,109,-38,0.51221,0.58655,213.0
145,Mark Peng,148,124,-24,0.5117,0.581,48.0
146,Niall Moran,149,225,76,0.5114,0.54265,85.0
147,amaia,150,199,49,0.5110600000000001,0.55701,40.0
148,William Horton,151,159,8,0.51105,0.56811,63.0
149,前排太强了,152,98,-54,0.51064,0.5885699999999999,142.0
150,CRISPR,153,269,116,0.51046,0.52252,82.0
151,Aleksandr Mityakov,154,107,-47,0.50995,0.5868800000000001,151.0
152,sora,155,278,123,0.5096,0.5200899999999999,21.0
153,[ods.ai] Yury Dzerin,156,153,-3,0.50957,0.56967,71.0
154,give me some protein plz,157,186,29,0.5091100000000001,0.56213,159.0
155,one day one train,158,120,-38,0.50841,0.5833,40.0
156,sggpls,159,227,68,0.50815,0.54218,58.0
157,ai3282,160,172,12,0.5079600000000001,0.5663600000000001,36.0
158,Oneiros,161,157,-4,0.50766,0.5687300000000001,285.0
159,Phil Butcher,162,101,-61,0.50758,0.58806,80.0
160,Masahiro Abe,163,163,0,0.50742,0.56753,81.0
161,Atanas Atanasov,164,180,16,0.50735,0.56428,7.0
162,[ka.kr]은주니 | 유한 | 천성,165,154,-11,0.50725,0.56953,155.0
163,koyyyp,166,185,19,0.5070600000000001,0.5624,55.0
164,Mikhail Grankin,167,100,-67,0.50646,0.58812,94.0
165,Sunghoon Joo,168,194,26,0.50629,0.5594,2.0
166,Florian Muellerklein,169,143,-26,0.5059600000000001,0.57434,86.0
167,JzzZ,170,245,75,0.50558,0.53342,37.0
168,ymicky,171,147,-24,0.50557,0.57131,122.0
169,Nobody,172,178,6,0.50548,0.56503,219.0
170,gzsong,173,282,109,0.50495,0.5179199999999999,10.0
171,One Old Dog,174,270,96,0.50481,0.52241,290.0
172,Team242,175,146,-29,0.50451,0.57167,103.0
173,chicm,176,171,-5,0.50447,0.56653,47.0
174,Mohd Shadab Alam,177,202,25,0.5042800000000001,0.5563899999999999,42.0
175,taeksoon.kwon,178,200,22,0.5042,0.55684,8.0
176,GuGuu,179,145,-34,0.50357,0.57303,32.0
177,"[ods.ai] One fox, one goose, one beer",180,306,126,0.5034,0.507,144.0
178,hmorimitsu,181,197,16,0.5028199999999999,0.55794,57.0
179,lsfszyf,182,236,54,0.50261,0.53632,79.0
180,Gabriel Amine-Eddine,183,297,114,0.50241,0.50994,10.0
181,ranjoranjan,184,258,74,0.50238,0.5283100000000001,33.0
182,Gyeddela,185,268,83,0.5022800000000001,0.52277,121.0
183,GU Wei,186,127,-59,0.5022300000000001,0.58058,55.0
184,[ods.ai] Artyom Palvelev,187,105,-82,0.50222,0.58695,114.0
185,Minghao Liu,188,169,-19,0.50205,0.56695,86.0
186,jesperandersson,189,237,48,0.50188,0.53617,27.0
187,genethes,190,73,-117,0.50173,0.59765,40.0
188,mina,191,212,21,0.50165,0.5503600000000001,32.0
189,Gipsy Danger,192,219,27,0.50146,0.54715,76.0
190,K.D & M. D.,193,287,94,0.5012300000000001,0.51443,104.0
191,PhysicsGuy89,194,231,37,0.50116,0.53957,53.0
192,An Earthling,195,328,133,0.5007,0.49906999999999996,31.0
193,Abe Tatsuhiro,196,295,99,0.50054,0.51036,58.0
194,Данил Ахметов,197,144,-53,0.50015,0.57338,11.0
195,iampossible,198,211,13,0.49995,0.55223,45.0
196,vikeezhou,199,121,-78,0.49978999999999996,0.58317,95.0
197,Joni Juvonen,200,176,-24,0.49964,0.56618,121.0
198,donP,201,222,21,0.49871000000000004,0.5462100000000001,85.0
199,hentai123,202,137,-65,0.49865,0.5777399999999999,73.0
200,Hakim Idjis,203,240,37,0.4985,0.5353600000000001,88.0
201,xiao,204,326,122,0.49846999999999997,0.49921000000000004,72.0
202,huazai1994,205,323,118,0.49783999999999995,0.5012300000000001,15.0
203,angtk110,206,213,7,0.49728999999999995,0.54975,3.0
204,Artem Toporov,207,179,-28,0.49711000000000005,0.5643,52.0
205,LzheDmirtry,208,155,-53,0.49709,0.56926,23.0
206,Fionnán Alt,209,254,45,0.49705,0.53045,124.0
207,Shiv Gowda,210,122,-88,0.49655,0.58294,105.0
208,Karachun Michael,211,272,61,0.49623,0.5219600000000001,103.0
209,cuts2k,212,177,-35,0.49593000000000004,0.56524,59.0
210,excllent123,213,260,47,0.49522,0.527,50.0
211,ArjunArasu,214,318,104,0.49516000000000004,0.50283,15.0
212,hedemann,215,136,-79,0.49495,0.5784600000000001,48.0
213,mozg,216,210,-6,0.49466000000000004,0.5536,131.0
214,kerukun,217,301,84,0.49399,0.50864,22.0
215,soywu,218,290,72,0.49243000000000003,0.51171,124.0
216,chenly,219,164,-55,0.49238000000000004,0.56735,7.0
217,上网不涉密,220,132,-88,0.4921,0.57944,124.0
218,Protein Shake,221,173,-48,0.49199,0.56624,313.0
219,Haki Zheng,222,207,-15,0.49162,0.5546,12.0
220,Gian12,223,158,-65,0.49118999999999996,0.5682,71.0
221,NTU_r06922164_Mirlab,224,265,41,0.49108999999999997,0.52308,155.0
222,chenJQ,225,141,-84,0.49105,0.57607,35.0
223,HPI (Human Protein Identification),226,243,17,0.49105,0.53446,35.0
224,MountainClimber,227,300,73,0.49066000000000004,0.50884,74.0
225,FabSchreiber,228,404,176,0.49066000000000004,0.48378000000000004,36.0
226,I'm fine!,229,409,180,0.49063999999999997,0.48253999999999997,63.0
227,Haozhe Qi,230,193,-37,0.49055,0.55982,8.0
228,Wonderbolts,231,209,-22,0.4905,0.55396,135.0
229,funkyboy,232,266,34,0.48991,0.52304,25.0
230,Ron Zhu,233,218,-15,0.48936999999999997,0.54738,28.0
231,Factor X,234,332,98,0.48891999999999997,0.49828,44.0
232,Agentes Patógenos,235,351,116,0.48883999999999994,0.49409,17.0
233,shishirranjan,236,259,23,0.48883000000000004,0.5283100000000001,49.0
234,Jiajie Zhen,237,303,66,0.48848,0.5076,14.0
235,darthvader,238,235,-3,0.48832,0.53723,28.0
236,Renan Rodrigues dos Santos,239,279,40,0.48788000000000004,0.5200600000000001,24.0
237,[Skylum] OleksandrSavsunenko,240,317,77,0.48772,0.50363,21.0
238,mj000001,241,280,39,0.4877,0.5192100000000001,38.0
239,Val An,242,206,-36,0.48768999999999996,0.55461,46.0
240,Shingu Masafumi,243,190,-53,0.48731,0.56089,59.0
241,Jarvis007,244,384,140,0.48718,0.48866000000000004,23.0
242,Subra,245,402,157,0.48718,0.4843,9.0
243,gody7334,246,261,15,0.48704,0.52695,21.0
244,Li Bin,247,353,106,0.48682,0.49349,50.0
245,Thu Nguyen,248,293,45,0.48672,0.51081,43.0
246,GayLovers,249,406,157,0.48672,0.48313,26.0
247,titericz,250,214,-36,0.48612,0.54803,36.0
248,J,251,308,57,0.48601000000000005,0.50636,54.0
249,Cris Lee,252,198,-54,0.48596000000000006,0.55748,79.0
250,wleaon,253,242,-11,0.48595,0.5350199999999999,68.0
251,Anakin Shieh,254,205,-49,0.48549,0.55484,11.0
252,irving,255,255,0,0.48483999999999994,0.52949,70.0
253,Artex,256,307,51,0.48478000000000004,0.5067,24.0
254,turtle,257,348,91,0.48475,0.49522,51.0
255,Robert,258,337,79,0.48472,0.49686,275.0
256,Brian.hu,259,354,95,0.48457,0.49338999999999994,11.0
257,よろしくお願いします〜,260,150,-110,0.48451000000000005,0.5707,100.0
258,Yaroslav,261,340,79,0.48446000000000006,0.49648000000000003,34.0
259,NTU_r06942141_劉X鵬程萬里,262,373,111,0.48441999999999996,0.48986999999999997,38.0
260,foolpig,263,379,116,0.48436,0.48938000000000004,19.0
261,aquila,264,437,173,0.48393,0.4786,12.0
262,David Silva,265,152,-113,0.48371000000000003,0.5704100000000001,66.0
263,Dmitry Pranchuk,266,192,-74,0.48346999999999996,0.56004,38.0
264,heyt0ny,267,525,258,0.48328999999999994,0.46571999999999997,4.0
265,Katsunori Nakai,268,374,106,0.48323999999999995,0.48982,35.0
266,Enric Corona,269,191,-78,0.48306000000000004,0.5604399999999999,123.0
267,Elly,270,286,16,0.48296999999999995,0.51607,46.0
268,HarryQuake,271,453,182,0.48286,0.47543,25.0
269,Miklos Kepiro,272,215,-57,0.48276,0.54781,70.0
270,Herosan,273,392,119,0.48256000000000004,0.48696000000000006,31.0
271,Pingjun,274,313,39,0.48251000000000005,0.5048699999999999,83.0
272,doktor zvyag,275,256,-19,0.48246000000000006,0.5294,131.0
273,XY Chen,276,302,26,0.4822,0.50853,54.0
274,NPLUS,277,299,22,0.48213,0.50905,40.0
275,[ods.ai] Alex Parinov,278,195,-83,0.48189,0.55881,29.0
276,Zongyao Li,279,370,91,0.4817,0.4903,108.0
277,NTU_b04505025_下面應該沒人了吧,280,257,-23,0.48122,0.52935,46.0
278,Dick,281,360,79,0.4812,0.49194,44.0
279,ThisIsSparta,282,246,-36,0.48086,0.53298,47.0
280,szu_hpi,283,223,-60,0.48068,0.5459,69.0
281,RomRoc_team,284,338,54,0.48065,0.4967,72.0
282,我的offer在哪里,285,309,24,0.48065,0.5060100000000001,69.0
283,oujie,287,435,148,0.48044,0.47901000000000005,4.0
284,Hans,288,361,73,0.48035,0.49182,34.0
285,Aleph,289,327,38,0.48023000000000005,0.49909,101.0
286,NTU_b04504042_Caster5,290,238,-52,0.48018999999999995,0.53579,13.0
287,Kevin Hu,291,228,-63,0.48008999999999996,0.54165,39.0
288,chaozai,292,294,2,0.47998999999999997,0.51037,46.0
289,YaBoiFranku,293,284,-9,0.4798,0.5172800000000001,1.0
290,senshaw,294,334,40,0.47973000000000005,0.49728999999999995,21.0
291,Vitaly & Sergey,295,335,40,0.47968,0.49726000000000004,147.0
292,JohnsonTang,296,450,154,0.47961000000000004,0.4757,9.0
293,NTU_r07922094_先不要,297,347,50,0.47957,0.49561000000000005,18.0
294,JamesYing,298,399,101,0.47948999999999997,0.48518,101.0
295,Data Science KC,299,239,-60,0.47925,0.53545,116.0
296,rock the cells,300,253,-47,0.47916000000000003,0.53074,28.0
297,Cihan,301,291,-10,0.47898,0.5112300000000001,33.0
298,KMAI_SAVIORS,302,430,128,0.47897,0.47953999999999997,11.0
299,Kevin Lu,303,275,-28,0.47872,0.52123,36.0
300,TSMC,304,289,-15,0.47865,0.51239,55.0
301,RuCambridge,305,385,80,0.47836000000000006,0.48815,22.0
302,Valentin Tiriac,306,443,137,0.47835,0.47689,46.0
303,CHAD,307,339,32,0.47758,0.49661000000000005,9.0
304,See--,308,208,-100,0.47743,0.5544100000000001,42.0
305,omallo,309,346,37,0.47726,0.49578999999999995,35.0
306,tzam,310,401,91,0.47703,0.48463999999999996,18.0
307,Luis Andre Dutra e Silva,311,377,66,0.47681,0.48961000000000005,23.0
308,IDEALab,313,358,45,0.47602,0.49237,6.0
309,Menoua Keshishian,314,469,155,0.47598,0.47326,11.0
310,YH Lin,315,410,95,0.47591000000000006,0.48251000000000005,53.0
311,rskmoi,316,196,-120,0.47589,0.55801,60.0
312,tutu,317,330,13,0.4757,0.49861000000000005,54.0
313,Roman Garza,318,350,32,0.47563,0.49436,13.0
314,ssshch,319,345,26,0.4756,0.49612,25.0
315,noenzyme,320,423,103,0.47557,0.48067,14.0
316,Adish and Maria,321,224,-97,0.47526999999999997,0.54351,101.0
317,Hemil Desai,322,403,81,0.47522,0.48411000000000004,8.0
318,Jaewook Lee,323,391,68,0.47515,0.48712,18.0
319,Boglarka Varkuti,324,251,-73,0.47472,0.53122,9.0
320,Ryan Greenblatt,325,363,38,0.47438,0.49146999999999996,43.0
321,Andrea Giardina,326,362,36,0.47413999999999995,0.49162,43.0
322,cwzqxyat,327,439,112,0.47408999999999996,0.47822,7.0
323,杨腾佼,328,349,21,0.47405,0.49441,1.0
324,Janos,329,142,-187,0.47386000000000006,0.57544,42.0
325,ohadlights,330,181,-149,0.47361000000000003,0.5635899999999999,136.0
326,NTU_B04611017_ChineseTaipei_中O台北,331,333,2,0.47313,0.49828,61.0
327,Steven Reitsma,332,329,-3,0.47308999999999996,0.49875,44.0
328,Artyom Lyan,333,393,60,0.47286999999999996,0.48695,78.0
329,Zhen Cao,334,386,52,0.47256000000000004,0.48778,28.0
330,aguka,335,438,103,0.47234,0.47853999999999997,30.0
331,LS Gu,336,357,21,0.47211000000000003,0.49238000000000004,10.0
332,zaki,337,417,80,0.47208999999999995,0.48135,16.0
333,N_lab,338,281,-57,0.47203999999999996,0.51912,38.0
334,jianchel,339,321,-18,0.47184,0.50136,41.0
335,yunhai,340,203,-137,0.4717,0.55545,76.0
336,deepMirror,341,220,-121,0.47162,0.547,9.0
337,T Flana,342,336,-6,0.47147,0.4971,156.0
338,Blonde,343,371,28,0.4711,0.49007,10.0
339,Ronaldo S.A. Batista,344,432,88,0.47103,0.47931,37.0
340,SrineshC,345,378,33,0.47098999999999996,0.48938999999999994,43.0
341,Tadeusz Hupało,346,506,160,0.47062,0.4676,77.0
342,KMU_AI_ZEKUS,347,342,-5,0.4706,0.49618,37.0
343,Harsh Thaker,348,419,71,0.47046000000000004,0.48117,17.0
344,NTU_r06922134_台北大冒險,349,262,-87,0.47042,0.52636,30.0
345,CSWHU,350,460,110,0.47028000000000003,0.47468999999999995,28.0
346,tito,351,343,-8,0.47003999999999996,0.49617,16.0
347,DeepKlarity,352,325,-27,0.46976999999999997,0.4996,25.0
348,Paulo Pinto,353,501,148,0.46976999999999997,0.46843999999999997,20.0
349,Marc,354,493,139,0.46943999999999997,0.46918999999999994,21.0
350,Agung Yogaswara,355,426,71,0.46941000000000005,0.48033000000000003,19.0
351,AngeLeCarre,356,372,16,0.46928000000000003,0.49006000000000005,27.0
352,Natthanan Ruengchaijatuporn,357,729,372,0.46906000000000003,0.45353000000000004,41.0
353,AbdulWahab Kabani,358,505,147,0.46905,0.46776999999999996,4.0
354,ezra yu,359,249,-110,0.46903,0.53152,15.0
355,dida,360,459,99,0.46897,0.47473000000000004,85.0
356,arao,361,511,150,0.46818000000000004,0.46688,74.0
357,AndrewWang,362,468,106,0.46795,0.47331999999999996,44.0
358,因果假律,363,481,118,0.46785,0.47097,13.0
359,hpa,364,429,65,0.4676,0.47998,41.0
360,Dr01,365,364,-1,0.46755,0.49145,182.0
361,disisbig,366,383,17,0.46748,0.48891,38.0
362,Zhiming Liu,367,546,179,0.46741000000000005,0.46266,2.0
363,sunoonlee,368,434,66,0.46734,0.47917,13.0
364,Shubhra Aich,369,477,108,0.46733,0.47208999999999995,34.0
365,Chris Holland,370,398,28,0.46726,0.48549,71.0
366,sandy1112,371,390,19,0.46708,0.48715,52.0
367,Kong Vo,372,485,113,0.46697,0.47021,25.0
368,pi-null-mezon,373,388,15,0.46695,0.48733000000000004,154.0
369,takeh.oh,374,248,-126,0.46675,0.53157,41.0
370,Dmitry A. Grechka,375,233,-142,0.46674,0.5380199999999999,16.0
371,7A-243,376,491,115,0.46658,0.46948999999999996,54.0
372,Irina,377,375,-2,0.46634,0.48968999999999996,11.0
373,VS & SV,378,230,-148,0.46617,0.53985,151.0
374,kickback,380,356,-24,0.46567,0.49303,110.0
375,Pavel Polyakov,381,446,65,0.46548999999999996,0.47631999999999997,113.0
376,FAU-DLM,382,216,-166,0.46535,0.54773,76.0
377,JaZzZy,383,359,-24,0.4653,0.49200000000000005,50.0
378,XiWuXueWei,384,441,57,0.46517,0.47745,27.0
379,agisga,385,314,-71,0.46507,0.50485,31.0
380,Justfor,386,381,-5,0.46486000000000005,0.489,12.0
381,Mariusz Dmochowski,387,495,108,0.46484,0.46902,5.0
382,Sama Lam,388,380,-8,0.46452,0.48918999999999996,1.0
383,KMAI_seek,389,463,74,0.4644,0.47426999999999997,5.0
384,upsilon,390,414,24,0.46403,0.48175,66.0
385,BlingBling,391,316,-75,0.46396000000000004,0.50393,53.0
386,SyncGold,392,264,-128,0.46392,0.52377,36.0
387,Chandan Verma,393,369,-24,0.46381999999999995,0.49033000000000004,16.0
388,mengjiexu,394,517,123,0.46331999999999995,0.46626999999999996,41.0
389,Mathurin Aché,395,292,-103,0.4633,0.51103,69.0
390,Lukasz Grad,396,416,20,0.46311,0.48149,17.0
391,Konstantin Lopuhin,397,455,58,0.46303999999999995,0.47526,13.0
392,Mark0,398,415,17,0.46303999999999995,0.48156000000000004,4.0
393,[ods.ai] Aleksandr Zolotarev,399,367,-32,0.46298,0.49049,56.0
394,mlbgn,400,407,7,0.46297,0.48281999999999997,34.0
395,Mana Leak,401,288,-113,0.46285,0.51245,24.0
396,lets_do_it,402,695,293,0.46274,0.45477,58.0
397,Kutsal Baran Özkurt,403,305,-98,0.46265,0.50726,54.0
398,Sutircome,404,250,-154,0.46243,0.53152,68.0
399,guxing119,406,509,103,0.46224,0.4672,14.0
400,DongHoonKim,405,599,194,0.46224,0.45945,3.0
401,Miguel Pinto,407,425,18,0.4622,0.48047,34.0
402,Thomas Bourgeois,408,320,-88,0.46219,0.50158,18.0
403,DesperaDoD,409,484,75,0.46198999999999996,0.47043,26.0
404,souraj,410,440,30,0.46186000000000005,0.47813,25.0
405,Liudmila Gordeeva,412,541,129,0.46182,0.46306,4.0
406,momi64,413,234,-179,0.46179,0.53765,35.0
407,Luca Massaron,414,413,-1,0.46152,0.48178999999999994,6.0
408,Sergey Zhitansky,415,590,175,0.46136000000000005,0.45983,31.0
409,Sergey Lebedev,416,448,32,0.46087,0.47603999999999996,23.0
410,Zzzaz,417,422,5,0.46061,0.48081999999999997,17.0
411,chandyalex,418,382,-36,0.46043999999999996,0.48891,39.0
412,ShawnTung,419,395,-24,0.46035,0.48596999999999996,92.0
413,Yuya OKD,420,502,82,0.46033,0.46838,102.0
414,Jian Zhou,421,503,82,0.45998999999999995,0.46831000000000006,34.0
415,mrkmakr,422,421,-1,0.45997,0.48097,81.0
416,James and George,423,449,26,0.45986000000000005,0.47603,14.0
417,olegpolivin,424,397,-27,0.45983,0.4856,69.0
418,L1,425,500,75,0.45957,0.46853999999999996,5.0
419,zhe zheng,426,447,21,0.45952,0.47611000000000003,55.0
420,vivekkumar,427,276,-151,0.45948,0.52085,47.0
421,bamboopu,428,296,-132,0.45935,0.50997,9.0
422,t369,429,515,86,0.45925,0.46641000000000005,107.0
423,German Sokolov,430,322,-108,0.45925,0.50125,17.0
424,Deekshith,431,619,188,0.45921999999999996,0.45797,5.0
425,meettyj,432,783,351,0.45912,0.45287,11.0
426,JB_nb,433,465,32,0.45908999999999994,0.47386999999999996,23.0
427,Lingyi Cai,434,436,2,0.45893,0.47886999999999996,23.0
428,consistent_mileage,435,637,202,0.45876999999999996,0.45675,60.0
429,Kaggoo,436,582,146,0.45874,0.46003999999999995,42.0
430,Eve Eves,437,412,-25,0.45871999999999996,0.48181,4.0
431,Michal Haltuf,438,389,-49,0.45861,0.48723,71.0
