,Team Name,Rank_private,Rank_public,Shake,Score_private,Score_public,Entries
45,Expert ranch baseline,47,83,36,0.64732,0.6995399999999999,56.0
46,Ravi Anand,48,1362,1314,0.64683,0.68407,48.0
47,WispZero,49,88,39,0.64672,0.6994600000000001,61.0
48,ralphds,50,145,95,0.64671,0.6984100000000001,14.0
49,[ods.ai] Ann Antonova,51,47,-4,0.64668,0.7017399999999999,171.0
50,dapeng li,52,482,430,0.64663,0.69745,14.0
51,大力出奇迹,53,68,15,0.6463,0.70011,9.0
52,ilu&f4tt0ni,54,28,-26,0.64612,0.70424,93.0
53,[ods.ai] sneddy [dsmlkz],55,84,29,0.64594,0.6995,76.0
54,jonathandicosmo,56,788,732,0.64579,0.69676,124.0
55,hmdhmd,57,54,-3,0.64571,0.70118,49.0
56,Zhengyang Song,58,273,215,0.64527,0.69787,24.0
57,Raphael Mazzine,59,1597,1538,0.6451399999999999,0.67691,20.0
58,Darkhan Nurakhmetov,60,98,38,0.64505,0.69918,23.0
59,Liushaolei,61,1360,1299,0.64499,0.68409,3.0
60,m,62,67,5,0.64494,0.70016,170.0
61,Cheng,63,326,263,0.6449199999999999,0.69763,18.0
62,Sumiko,64,100,36,0.64473,0.69915,123.0
63,Youri Matiounine,65,77,12,0.64457,0.69968,75.0
64,ysaz,66,563,497,0.64444,0.69722,51.0
65,Jingwei Yang,67,508,441,0.64439,0.6974,46.0
66,640K ought to be enough,68,183,115,0.64436,0.69808,87.0
67,roush,69,103,34,0.6443399999999999,0.6991,295.0
68,dlorah,70,1365,1295,0.64422,0.68399,19.0
69,kiyomomo,71,134,63,0.64405,0.6985899999999999,54.0
70,Bertrand P,72,15,-57,0.6439600000000001,0.70627,196.0
71,Kaso Lin,73,71,-2,0.64388,0.70004,91.0
72,abnerzhang,74,76,2,0.6437,0.6997,57.0
73,Naomi,75,112,37,0.64367,0.69897,5.0
74,e-toppo,76,136,60,0.64362,0.69857,26.0
75,DmitryUstinov,77,581,504,0.64342,0.69717,19.0
76,gs23,78,111,33,0.64339,0.69899,5.0
77,StamatisMastromichalakis,79,561,482,0.6433800000000001,0.69722,40.0
78,David Chu,80,149,69,0.6433,0.69831,7.0
79,wshi,81,861,780,0.64326,0.69485,8.0
80,zjansen,82,66,-16,0.64325,0.70019,33.0
81,Prithvi,83,64,-19,0.6432100000000001,0.70031,29.0
82,Marek Wyborski,84,63,-21,0.64313,0.7003199999999999,91.0
83,blenders pride mega malware,85,278,193,0.6431100000000001,0.69784,4.0
84,Rahul Rathore,86,1557,1471,0.6429,0.67771,30.0
85,A^b,87,131,44,0.64289,0.6986399999999999,41.0
86,didn'tdefend,88,221,133,0.64284,0.69799,20.0
87,[servian-vic]Guang & JJ,89,125,36,0.6428,0.6987800000000001,98.0
88,Vadym,90,116,26,0.64278,0.6989,52.0
89,Ashish Gupta,91,55,-36,0.64277,0.70118,61.0
90,sashimi power,92,1,-91,0.64274,0.71528,393.0
91,timyee90,93,176,83,0.64272,0.69812,81.0
92,Mike Kim,94,406,312,0.6427,0.6974899999999999,7.0
93,Leandro Mineti,95,321,226,0.6427,0.6976399999999999,9.0
94,shakeup,96,155,59,0.64264,0.69825,121.0
95,Dragon Warrior,97,101,4,0.64263,0.6991,96.0
96,Camilo Vega Ramirez,98,108,10,0.64262,0.69904,156.0
97,TeamRocket,99,469,370,0.64255,0.69745,5.0
98,denaas,100,1163,1063,0.64254,0.68915,6.0
99,ntk-lab,101,502,401,0.64253,0.6974199999999999,4.0
100,kxx,102,105,3,0.64252,0.69908,353.0
101,SRK,103,486,383,0.64251,0.69745,4.0
102,ValeriyBabushkin[ods.ai],104,104,0,0.64249,0.69909,6.0
103,rusty83,105,1091,986,0.64249,0.6917800000000001,6.0
104,lazurite,106,72,-34,0.64248,0.70003,116.0
105,Haobo Xu,107,272,165,0.64245,0.69787,54.0
106,Malware Doom,110,448,338,0.64244,0.69748,45.0
107,Maximilian Kapsecker,111,501,390,0.64244,0.6974199999999999,16.0
108,cavemaster,108,159,51,0.64244,0.69822,27.0
109,Taylor,109,517,408,0.64244,0.6973600000000001,13.0
110,Zee,112,379,267,0.6423800000000001,0.6974899999999999,18.0
111,ChairborneRanger,113,150,37,0.64237,0.69831,73.0
112,Karachun Michael,114,130,16,0.64236,0.69865,66.0
113,tarunnewton,115,320,205,0.6423300000000001,0.69765,18.0
114,Vladislav Bogorod,116,113,-3,0.64232,0.69896,161.0
115,whereareyou,117,269,152,0.6423,0.6978800000000001,48.0
116,Using,119,137,18,0.64227,0.6985600000000001,37.0
117,Andrew Lukyanenko,120,287,167,0.64225,0.6978,35.0
118,DingDang,121,189,68,0.6422399999999999,0.69805,23.0
119,liutongwei,122,292,170,0.6422399999999999,0.6977800000000001,32.0
120,Igor Popovic,123,330,207,0.64223,0.6976100000000001,20.0
121,MP_2019,124,405,281,0.64222,0.6974899999999999,11.0
122,Chintu,125,372,247,0.64222,0.6974899999999999,14.0
123,Zakaria Ennahhal,126,839,713,0.6422100000000001,0.69589,2.0
124,KimposiPungmudong,127,196,69,0.6421899999999999,0.69803,53.0
125,Xiaolan Jiang,128,568,440,0.64218,0.69719,24.0
126,Sparks of fire,129,180,51,0.6421600000000001,0.69811,83.0
127,hklee,130,1680,1550,0.6421600000000001,0.6742100000000001,2.0
128,nroman,131,90,-41,0.6421600000000001,0.69938,172.0
129,RunningZ,132,480,348,0.64215,0.69745,8.0
130,Tarun Sriranga Paparaju,133,515,382,0.6421399999999999,0.6973600000000001,1.0
131,[servian-vic]adelbert,134,324,190,0.6421399999999999,0.69763,14.0
132,Vikas Pandey,135,493,358,0.6421399999999999,0.69745,5.0
133,Overture,136,197,61,0.6421399999999999,0.69803,31.0
134,JamesGoGo,144,755,611,0.64212,0.69688,2.0
135,BAIMZZ,149,756,607,0.64212,0.69688,14.0
136,Ragnie,148,363,215,0.64212,0.6975100000000001,7.0
137,koji04,147,460,313,0.64212,0.6974600000000001,16.0
138,Vladimir Sokhatskyi,146,761,615,0.64212,0.69688,2.0
139,AdW,145,757,612,0.64212,0.69688,2.0
140,GoTo95,151,754,603,0.64212,0.69688,3.0
141,Dromosys,143,758,615,0.64212,0.69688,7.0
142,kongkanon,139,763,624,0.64212,0.69688,6.0
143,Yash Upadhyay,142,759,617,0.64212,0.69688,3.0
144,luqiyouzijiayougan,138,733,595,0.64212,0.69698,18.0
145,Aman.cyberia,150,543,393,0.64212,0.69725,12.0
146,Deep Chatterjee,140,762,622,0.64212,0.69688,2.0
147,Zhassulan Shaikhygali,141,479,338,0.64212,0.69745,6.0
148,W Warner,152,474,322,0.6421100000000001,0.69745,4.0
149,Andrei Dukhounik,166,241,75,0.6421100000000001,0.69799,9.0
150,Tetyana Yatsenko,178,477,299,0.6421100000000001,0.69745,35.0
151,Ethan Armstrong,177,473,296,0.6421100000000001,0.69745,33.0
152,SAIT VNTU 11,176,492,316,0.6421100000000001,0.69745,1.0
153,Moritz Schwyzer,175,481,306,0.6421100000000001,0.69745,6.0
154,HUSTerGOGOGO,174,487,313,0.6421100000000001,0.69745,57.0
155,Thumas,173,478,305,0.6421100000000001,0.69745,12.0
156,MrBC,172,466,294,0.6421100000000001,0.69745,4.0
157,Arsenal,153,206,53,0.6421100000000001,0.69799,37.0
158,Big Fish Corp,169,488,319,0.6421100000000001,0.69745,5.0
159,Menbos,168,483,315,0.6421100000000001,0.69745,3.0
160,MJ Bahmani,167,402,235,0.6421100000000001,0.6974899999999999,9.0
161,Bibin Paul,171,467,296,0.6421100000000001,0.69745,8.0
162,Hamburger,165,188,23,0.6421100000000001,0.69806,31.0
163,wakame,158,490,332,0.6421100000000001,0.69745,5.0
164,shivangiC,164,454,290,0.6421100000000001,0.69748,35.0
165,Nat Bel ML Fun,155,198,43,0.6421100000000001,0.69802,46.0
166,BlackBeard,156,470,314,0.6421100000000001,0.69745,12.0
167,Ryo Shirahama,157,465,308,0.6421100000000001,0.69745,2.0
168,ziron,154,234,80,0.6421100000000001,0.69799,10.0
169,Yang,159,494,335,0.6421100000000001,0.69745,3.0
170,Siavash,160,484,324,0.6421100000000001,0.69745,9.0
171,SLO,161,464,303,0.6421100000000001,0.69745,3.0
172,Try,162,349,187,0.6421100000000001,0.6975399999999999,15.0
173,insolfrac,170,471,301,0.6421100000000001,0.69745,7.0
174,Naoto Tazumi,179,311,132,0.6421,0.69768,60.0
175,philosophical zombie,180,182,2,0.6420899999999999,0.69809,40.0
176,Cleyton,181,332,151,0.6420899999999999,0.6976,18.0
177,asc-ame-dcg,182,325,143,0.6420899999999999,0.69763,19.0
178,Linkh,183,162,-21,0.64208,0.69821,51.0
179,dhaqui,184,252,68,0.64208,0.69797,64.0
180,AC_22,185,328,143,0.6420600000000001,0.69762,41.0
181,Soslan Tabuev,186,281,95,0.64205,0.6978300000000001,5.0
182,jazivxt,187,224,37,0.64205,0.69799,31.0
183,LSEPIT,189,333,144,0.6420399999999999,0.6975899999999999,335.0
184,zdrajca metalu,188,681,493,0.6420399999999999,0.69706,56.0
185,grantfrefg,190,305,115,0.64203,0.69771,17.0
186,SAIT VNTU,191,309,118,0.64202,0.6976899999999999,54.0
187,Nooh,192,184,-8,0.6420100000000001,0.69807,14.0
188,Paco Diaz,193,771,578,0.642,0.6967899999999999,8.0
189,richard2,194,327,133,0.642,0.69763,42.0
190,creditor,195,51,-144,0.642,0.70136,21.0
191,superteamtamu,196,99,-97,0.64199,0.69917,63.0
192,spy,231,658,427,0.64198,0.69709,13.0
193,Zhou Meng,235,496,261,0.64198,0.69744,2.0
194,Nilotpal Das,234,623,389,0.64198,0.69709,8.0
195,Chibadai,233,742,509,0.64198,0.69698,3.0
196,what_are_you_waiting_for,232,659,427,0.64198,0.69709,12.0
197,Kirill Kudryavtsev,228,640,412,0.64198,0.69709,4.0
198,LMSC,230,674,444,0.64198,0.69709,8.0
199,Jiale,229,713,484,0.64198,0.69698,15.0
200,ssssyykk,237,715,478,0.64198,0.69698,1.0
201,gh,225,719,494,0.64198,0.69698,5.0
202,Intuitions,227,621,394,0.64198,0.69709,27.0
203,xaphoon,226,736,510,0.64198,0.69698,2.0
204,Gunther,236,627,391,0.64198,0.69709,15.0
205,grecnik,241,743,502,0.64198,0.69698,1.0
206,Arthur Stsepanenka,238,700,462,0.64198,0.69701,5.0
207,swati gupta,239,703,464,0.64198,0.69701,14.0
208,Sinh,240,741,501,0.64198,0.69698,1.0
209,Timur,242,735,493,0.64198,0.69698,6.0
210,Mayhem Managers,243,570,327,0.64198,0.69719,2.0
211,SiddharthTiwari,244,728,484,0.64198,0.69698,1.0
212,Vladislav Babkin,245,724,479,0.64198,0.69698,3.0
213,DAndres,246,721,475,0.64198,0.69698,5.0
214,ɴicoʟɑsʜeʀʀan,247,415,168,0.64198,0.6974899999999999,7.0
215,Yuren Zhang,248,725,477,0.64198,0.69698,2.0
216,Dmitrij Kozachuk,249,714,465,0.64198,0.69698,2.0
217,Uchida Masatoshi,250,630,380,0.64198,0.69709,4.0
218,kaggle warriors,251,553,302,0.64198,0.69725,5.0
219,Edric Franco,224,732,508,0.64198,0.69698,1.0
220,rajnaren,221,734,513,0.64198,0.69698,38.0
221,Lemon,223,740,517,0.64198,0.69698,3.0
222,boyz,208,711,503,0.64198,0.69698,1.0
223,[ods.ai] Abstro,222,308,86,0.64198,0.6976899999999999,15.0
224,Gary DF,198,739,541,0.64198,0.69698,1.0
225,DungNB,199,643,444,0.64198,0.69709,3.0
226,The Vanishing Graduates,200,727,527,0.64198,0.69698,4.0
227,aantonov,201,710,509,0.64198,0.69698,3.0
228,SaileshMohanty,202,709,507,0.64198,0.69698,1.0
229,mala vida,203,723,520,0.64198,0.69698,15.0
230,Vladimir Osin,204,716,512,0.64198,0.69698,2.0
231,riluck,205,25,-180,0.64198,0.70424,1.0
232,JohnM,206,426,220,0.64198,0.6974899999999999,7.0
233,AlejandroCoronado,207,726,519,0.64198,0.69698,3.0
234,olive,197,744,547,0.64198,0.69698,12.0
235,Artem Voronov,209,731,522,0.64198,0.69698,29.0
236,Shizhan,211,712,501,0.64198,0.69698,2.0
237,[ods.ai] Yakin,212,729,517,0.64198,0.69698,4.0
238,daten-kieker,213,720,507,0.64198,0.69698,2.0
239,Brett Montague,214,730,516,0.64198,0.69698,3.0
240,W19STAT441,215,722,507,0.64198,0.69698,6.0
241,siddhrath,216,718,502,0.64198,0.69698,5.0
242,Prajit Datta,217,737,520,0.64198,0.69698,1.0
243,Dmitry Martyanov,218,745,527,0.64198,0.69698,4.0
244,Soonhwan Kwon,219,132,-87,0.64198,0.6986100000000001,49.0
245,Naren,220,697,477,0.64198,0.69701,5.0
246,David Gong,210,638,428,0.64198,0.69709,3.0
247,NxGTR,254,212,-42,0.6419600000000001,0.69799,36.0
248,andrekos,253,170,-83,0.6419600000000001,0.69817,32.0
249,Igor Soldatov,252,208,-44,0.6419600000000001,0.69799,15.0
250,Nguyen Xuan Bac,255,255,0,0.64195,0.69796,3.0
251,Mark Peng,256,690,434,0.64195,0.69703,31.0
252,impulsecorp,257,306,49,0.64195,0.69771,11.0
253,Sam Molokov,285,220,-65,0.64194,0.69799,23.0
254,I.O.,279,845,566,0.64194,0.69571,2.0
255,Yakolle Zhang,280,86,-194,0.64194,0.69949,161.0
256,sherin anna sunny,278,227,-51,0.64194,0.69799,1.0
257,Ryan Wong,281,746,465,0.64194,0.69691,6.0
258,Alpha and Omega,282,22,-260,0.64194,0.70424,44.0
259,CyberCorgi,283,173,-110,0.64194,0.69813,35.0
260,danjafish,284,226,-58,0.64194,0.69799,44.0
261,Alexander & Bojan,293,215,-78,0.64194,0.69799,139.0
262,HS,286,230,-56,0.64194,0.69799,13.0
263,Lathwal,287,244,-43,0.64194,0.69799,17.0
264,Andrey Anisimov,288,237,-51,0.64194,0.69799,10.0
265,Wooden Pints,289,239,-50,0.64194,0.69799,80.0
266,Amine AMYAR,290,207,-83,0.64194,0.69799,51.0
267,Eric Vos,291,225,-66,0.64194,0.69799,33.0
268,kojimar,292,209,-83,0.64194,0.69799,76.0
269,Niranjan Singh,276,228,-48,0.64194,0.69799,2.0
270,Zvonimir I,277,210,-67,0.64194,0.69799,8.0
271,Gabriel Preda,261,222,-39,0.64194,0.69799,3.0
272,student,275,213,-62,0.64194,0.69799,14.0
273,Alex Stasiuk,266,235,-31,0.64194,0.69799,43.0
274,Amit Kumar Jaiswal,258,232,-26,0.64194,0.69799,7.0
275,Maxim Surkov,259,218,-41,0.64194,0.69799,3.0
276,gavrand,260,223,-37,0.64194,0.69799,14.0
277,Ahmed Kamel Taha,262,238,-24,0.64194,0.69799,16.0
278,Niranjan Nakkala,263,204,-59,0.64194,0.69799,8.0
279,Georges Bilan,264,216,-48,0.64194,0.69799,10.0
280,k2J,274,211,-63,0.64194,0.69799,35.0
281,MountainClimber,265,242,-23,0.64194,0.69799,17.0
282,Sean Gupta,267,217,-50,0.64194,0.69799,4.0
283,XiaoYu,268,243,-25,0.64194,0.69799,9.0
284,Seth,269,205,-64,0.64194,0.69799,33.0
285,Arunkumar V Ramanan,270,249,-21,0.64194,0.69799,153.0
286,Karan Jakhar,271,214,-57,0.64194,0.69799,46.0
287,GurchetanSingh,272,248,-24,0.64194,0.69799,17.0
288,Stanislav Blinov,273,231,-42,0.64194,0.69799,25.0
289,Linkedln,294,236,-58,0.64193,0.69799,21.0
290,Nefsi,295,528,233,0.64193,0.69729,3.0
291,Kruegger,299,445,146,0.6419100000000001,0.6974899999999999,4.0
292,Franz Xaver Schmid,300,342,42,0.6419100000000001,0.69755,10.0
293,Ghezae Fisseha,298,257,-41,0.6419100000000001,0.69795,5.0
294,LazyLearner,297,692,395,0.6419100000000001,0.69702,8.0
295,ishikei,301,121,-180,0.6419,0.69882,54.0
296,Up Up Up!,303,82,-221,0.64189,0.6995399999999999,68.0
297,Eyad Sibai,302,536,234,0.64189,0.69727,6.0
298,Goose Power,304,318,14,0.64188,0.6976600000000001,16.0
299,small pafu,305,331,26,0.64188,0.6976,55.0
300,[servian-vic]andy,306,245,-61,0.6418699999999999,0.69799,15.0
301,Moradnejad,307,258,-49,0.6418699999999999,0.69793,46.0
302,Edmon,308,383,75,0.64186,0.6974899999999999,7.0
303,Evgeny Bazarov,309,219,-90,0.64185,0.69799,21.0
304,lazygang,310,351,41,0.64184,0.6975399999999999,7.0
305,RMMG,311,133,-178,0.64183,0.6986100000000001,206.0
306,Moiz & Tayor,314,89,-225,0.64182,0.6994100000000001,72.0
307,PrasunMishra,312,107,-205,0.64182,0.69904,35.0
308,GuanQun Wu,313,459,146,0.64182,0.69747,4.0
309,Vitaly Byrachonok,315,203,-112,0.64181,0.698,97.0
310,Kang,316,251,-65,0.64181,0.69797,83.0
311,Steam -50%,317,624,307,0.6418,0.69709,6.0
312,PC Jimmmy,318,1124,806,0.6418,0.69002,78.0
313,Rain Chua Qin Lei,324,573,249,0.64179,0.69719,5.0
314,hiroaqii,328,551,223,0.64179,0.69725,13.0
315,Ingenhousz,326,569,243,0.64179,0.69719,11.0
316,gpucloud,325,549,224,0.64179,0.69725,18.0
317,Ivanhoe,327,286,-41,0.64179,0.6978,4.0
318,KGY,323,574,251,0.64179,0.69719,2.0
319,Firat Gonen,322,410,88,0.64179,0.6974899999999999,3.0
320,ZILU WANG,321,50,-271,0.64179,0.70157,6.0
321,prasoon kottarathil,319,575,256,0.64179,0.69719,4.0
322,Mohamed Asarudheen,320,576,256,0.64179,0.69719,7.0
323,SD_564,329,343,14,0.64178,0.69755,7.0
324,satian,330,352,22,0.64176,0.6975399999999999,6.0
325,Giulio O.,331,295,-36,0.64174,0.69775,178.0
326,cookie monster,332,564,232,0.64173,0.69721,16.0
327,[ods.ai] Набутылка Лаб [dsmlkz],333,514,181,0.64173,0.6973600000000001,25.0
328,Luca Massaron,334,397,63,0.64173,0.6974899999999999,18.0
329,rc95401,335,298,-37,0.64173,0.6977399999999999,23.0
330,gcn,336,518,182,0.64173,0.69735,89.0
331,Huanran Xue,337,353,16,0.64171,0.6975399999999999,5.0
332,elmihailol,338,433,95,0.64168,0.6974899999999999,2.0
333,Ayman Khalafallah,355,667,312,0.64166,0.69709,3.0
334,Ankur Singh,369,635,266,0.64166,0.69709,1.0
335,Ralphy,368,618,250,0.64166,0.69709,4.0
336,Taemyung Heo,367,652,285,0.64166,0.69709,2.0
337,Bharat S Raj,366,649,283,0.64166,0.69709,1.0
338,rosh,365,547,182,0.64166,0.69725,4.0
339,Russ Boucher,364,654,290,0.64166,0.69709,7.0
340,Sohom Ghosh,363,663,300,0.64166,0.69709,9.0
341,Yuxuan Chen,362,677,315,0.64166,0.69708,3.0
342,rgolovnya,361,381,20,0.64166,0.6974899999999999,9.0
343,for Adun!,360,229,-131,0.64166,0.69799,19.0
344,Anton Chikin,358,673,315,0.64166,0.69709,5.0
345,Jun Yamada,357,633,276,0.64166,0.69709,2.0
346,Baskar Sambandamurthy,356,631,275,0.64166,0.69709,1.0
347,Big Pafu,345,550,205,0.64166,0.69725,8.0
348,wataoka,354,665,311,0.64166,0.69709,1.0
349,I am Malware,352,49,-303,0.64166,0.70157,21.0
350,Bulat Zagidullin,351,651,300,0.64166,0.69709,1.0
351,Sergey Enikeev,350,555,205,0.64166,0.69725,9.0
352,val,349,656,307,0.64166,0.69709,2.0
353,A Kaggle of Keese 123,348,666,318,0.64166,0.69709,2.0
354,souraj,347,669,322,0.64166,0.69709,1.0
355,Chau Ngoc Huynh,346,628,282,0.64166,0.69709,6.0
356,Кирилл Тушин,339,599,260,0.64166,0.69713,7.0
357,shuqingqiao,344,384,40,0.64166,0.6974899999999999,3.0
358,Lawrence Chernin,343,668,325,0.64166,0.69709,2.0
359,Truoc Pham,342,629,287,0.64166,0.69709,26.0
360,Van de Rakt,341,622,281,0.64166,0.69709,4.0
361,yknmt,353,637,284,0.64166,0.69709,5.0
362,Theo Viel,370,312,-58,0.64165,0.69768,6.0
363,Charles Lin,372,294,-78,0.64164,0.69776,28.0
364,tyuan,373,1277,904,0.64164,0.68771,4.0
365,Neil Gao,371,301,-70,0.64164,0.69772,20.0
366,[ods.ai] Weirdo,400,120,-280,0.64163,0.69885,113.0
367,Shiggy,394,593,199,0.64163,0.69713,3.0
368,Yo,395,671,276,0.64163,0.69709,1.0
369,Joe Farrington,396,670,274,0.64163,0.69709,1.0
370,Sakata power,397,450,53,0.64163,0.69748,40.0
371,Gfan,398,534,136,0.64163,0.69727,27.0
372,shwetabh,399,647,248,0.64163,0.69709,6.0
373,[TensorMusic] Patryk Binkowski,401,540,139,0.64163,0.69725,8.0
374,farseer,407,455,48,0.64163,0.69748,26.0
375,MJian,402,655,253,0.64163,0.69709,11.0
376,Mohita,403,648,245,0.64163,0.69709,11.0
377,Klimov Peter,404,650,246,0.64163,0.69709,9.0
378,Hoàng Tùng Lâm,405,653,248,0.64163,0.69709,1.0
379,Nazuna715,392,371,-21,0.64163,0.6974899999999999,4.0
380,Scottfree,406,617,211,0.64163,0.69709,21.0
381,dejavu23,393,660,267,0.64163,0.69709,122.0
382,JY Chen,376,601,225,0.64163,0.69712,31.0
383,odddd,391,615,224,0.64163,0.69709,1.0
384,YeBeiCheng,381,664,283,0.64163,0.69709,3.0
385,GLSQ,389,662,273,0.64163,0.69709,31.0
386,DaTa Luu,374,657,283,0.64163,0.69709,1.0
387,Laijunji,377,619,242,0.64163,0.69709,1.0
388,BKlasmer,378,645,267,0.64163,0.69709,2.0
389,yanyuping,379,616,237,0.64163,0.69709,1.0
390,Isaac,380,646,266,0.64163,0.69709,5.0
391,gunja_agarwal,375,625,250,0.64163,0.69709,1.0
392,Soumojit Kumar,382,626,244,0.64163,0.69709,2.0
393,Obel,384,634,250,0.64163,0.69709,2.0
394,ag,385,632,247,0.64163,0.69709,5.0
395,Kai Shu,386,620,234,0.64163,0.69709,1.0
396,Etonium,383,636,253,0.64163,0.69709,1.0
397,Jack Nickel,387,641,254,0.64163,0.69709,2.0
398,WEコンペティションチーム,388,441,53,0.64163,0.6974899999999999,9.0
399,Ailon,408,687,279,0.64159,0.69703,27.0
400,Deep Thoughts,411,827,416,0.64158,0.69604,30.0
401,BugLife,412,355,-57,0.64158,0.69753,25.0
402,Takayoshi Nishida,410,588,178,0.64158,0.69714,6.0
403,Kirill Trofimov,409,507,98,0.64158,0.6974100000000001,17.0
404,TOMMY,413,233,-180,0.64157,0.69799,35.0
405,Manel,414,538,124,0.64153,0.69726,14.0
406,homayoon,415,310,-105,0.64152,0.6976899999999999,32.0
407,kerukun,416,579,163,0.64152,0.69718,13.0
408,Two Hundred Small Cute,417,524,107,0.64149,0.69731,47.0
409,Saurabh Kumar,418,370,-48,0.64149,0.6974899999999999,18.0
410,Anonymous15,419,560,141,0.64149,0.69723,17.0
411,yaroslav3,420,580,160,0.64149,0.69717,5.0
412,u++,424,530,106,0.64148,0.69729,12.0
413,lihaoruolhr,425,529,104,0.64148,0.69729,5.0
414,4 hours to go,421,128,-293,0.64148,0.69868,49.0
415,Evdilos_Ikaria,423,512,89,0.64148,0.69738,59.0
416,Roman R,422,506,84,0.64148,0.6974100000000001,14.0
417,Alexander Zinovev,428,607,179,0.64147,0.69711,18.0
418,tamanyan,429,499,70,0.64147,0.69744,23.0
419,xiaolian,426,562,136,0.64147,0.69722,7.0
420,http://improveAndGo.com,427,500,73,0.64147,0.6974199999999999,41.0
421,Anton Enns,430,195,-235,0.64145,0.69803,131.0
422,Anand Jena,431,772,341,0.64145,0.6967899999999999,5.0
423,sasakama,432,412,-20,0.64144,0.6974899999999999,39.0
424,tamura,433,582,149,0.64144,0.69717,5.0
425,lyxthe,434,602,168,0.6414300000000001,0.69712,23.0
426,southman,435,678,243,0.6414300000000001,0.69708,77.0
427,crownburntdown,437,59,-378,0.64142,0.70081,11.0
428,hui & li,436,97,-339,0.64142,0.69922,104.0
429,Renjiv Raman,438,393,-45,0.64141,0.6974899999999999,6.0
430,aashish malik,439,511,72,0.6414,0.6974,25.0
431,Christophe Ausseil,441,141,-300,0.64139,0.6984600000000001,55.0
432,Harshit Khandelwal,442,598,156,0.64139,0.69713,5.0
433,Vansh Jatana,440,606,166,0.64139,0.69711,41.0
434,Karsten Tiemann,443,270,-173,0.6413800000000001,0.6978800000000001,29.0
435,woxinzhonghua1995,444,751,307,0.64137,0.69689,3.0
436,Chris J.Liu,445,264,-181,0.64137,0.69791,10.0
437,RajatAgarwal,446,605,159,0.64137,0.69711,5.0
438,。。。,447,429,-18,0.64137,0.6974899999999999,10.0
439,Biggest Error,448,288,-160,0.64137,0.6977899999999999,11.0
440,Akhilesh Rai,449,368,-81,0.64137,0.6975,11.0
441,v-yuyao,451,527,76,0.64136,0.6973,13.0
442,powerboy,450,608,158,0.64136,0.69711,22.0
443,LiZiyu,452,801,349,0.64135,0.69647,9.0
