TeamId,TeamName,Score_public
2471199,..,0.46955
2471199,..,0.46259
2471199,..,0.07147
2471199,..,0.05495
2471199,..,0.03051
2436762,"[""hip"",""hip""]",0.45884
2436762,"[""hip"",""hip""]",0.45059
2436762,"[""hip"",""hip""]",0.4491
2436762,"[""hip"",""hip""]",0.31165
2436762,"[""hip"",""hip""]",0.29849
2436762,"[""hip"",""hip""]",0.25451
2191880,[Deleted],0.45005
2191880,[Deleted],0.44851
2400973,[Deleted],0.44363
2400973,[Deleted],0.44123
2301444,[Deleted],0.43168
2301444,[Deleted],0.42893
2432025,[Deleted],0.38831
2191880,[Deleted],0.34578
2400973,[Deleted],0.34463
2432025,[Deleted],0.33892
2191880,[Deleted],0.25762
2382207,[Deleted],0.11613
2191880,[Deleted],0.11544
2191880,[Deleted],0.11283
2523991,[Deleted],0.11164
2523991,[Deleted],0.08874
2191880,[Deleted],0.08077
2432025,[Deleted],0.07925
2184312,[Deleted],0.07433
2184312,[Deleted],0.07092
2184312,[Deleted],0.06121
2184312,[Deleted],0.05521
2382207,[Deleted],0.04665
2432025,[Deleted],0.04538
2432025,[Deleted],0.03523
2382901,[Deleted],0.01924
2191880,[Deleted],0.00382
2382207,[Deleted],0.00048
2275777,[ka.kr]은주니 | 유한 | 천성,0.56953
2275777,[ka.kr]은주니 | 유한 | 천성,0.56932
2275777,[ka.kr]은주니 | 유한 | 천성,0.56929
2275777,[ka.kr]은주니 | 유한 | 천성,0.56293
2275777,[ka.kr]은주니 | 유한 | 천성,0.54628
2275777,[ka.kr]은주니 | 유한 | 천성,0.54587
2275777,[ka.kr]은주니 | 유한 | 천성,0.50198
2275777,[ka.kr]은주니 | 유한 | 천성,0.49684
2275777,[ka.kr]은주니 | 유한 | 천성,0.48192
2275777,[ka.kr]은주니 | 유한 | 천성,0.46688
2275777,[ka.kr]은주니 | 유한 | 천성,0.45395
2275777,[ka.kr]은주니 | 유한 | 천성,0.44232
2275777,[ka.kr]은주니 | 유한 | 천성,0.3793
2300496,[kaggler-ja] tetramer,0.62722
2300496,[kaggler-ja] tetramer,0.62599
2300496,[kaggler-ja] tetramer,0.62417
2300496,[kaggler-ja] tetramer,0.61936
2300496,[kaggler-ja] tetramer,0.61935
2300496,[kaggler-ja] tetramer,0.61894
2300496,[kaggler-ja] tetramer,0.6163
2300496,[kaggler-ja] tetramer,0.61319
2300496,[kaggler-ja] tetramer,0.61292
2300496,[kaggler-ja] tetramer,0.61147
2300496,[kaggler-ja] tetramer,0.60548
2300496,[kaggler-ja] tetramer,0.60372
2300496,[kaggler-ja] tetramer,0.58274
2300496,[kaggler-ja] tetramer,0.58144
2300496,[kaggler-ja] tetramer,0.58007
2300496,[kaggler-ja] tetramer,0.57385
2300496,[kaggler-ja] tetramer,0.55437
2300496,[kaggler-ja] tetramer,0.53556
2300496,[kaggler-ja] tetramer,0.53251
2300496,[kaggler-ja] tetramer,0.49699
2300496,[kaggler-ja] tetramer,0.48713
2300496,[kaggler-ja] tetramer,0.4732
2300496,[kaggler-ja] tetramer,0.47129
2300496,[kaggler-ja] tetramer,0.46888
2300496,[kaggler-ja] tetramer,0.4654
2300496,[kaggler-ja] tetramer,0.45723
2300496,[kaggler-ja] tetramer,0.45319
2300496,[kaggler-ja] tetramer,0.44186
2300496,[kaggler-ja] tetramer,0.43525
2300496,[kaggler-ja] tetramer,0.33851
2300496,[kaggler-ja] tetramer,0.31898
2300496,[kaggler-ja] tetramer,0.29841
2300496,[kaggler-ja] tetramer,0.28818
2300496,[kaggler-ja] tetramer,0.26637
2300496,[kaggler-ja] tetramer,0.26057
2300496,[kaggler-ja] tetramer,0.15753
2300496,[kaggler-ja] tetramer,0.14153
2300496,[kaggler-ja] tetramer,0.10923
2189634,[Kent AI Lab] Koke_Cacao,0.36996
2189634,[Kent AI Lab] Koke_Cacao,0.35757
2189634,[Kent AI Lab] Koke_Cacao,0.34363
2189634,[Kent AI Lab] Koke_Cacao,0.3206
2189634,[Kent AI Lab] Koke_Cacao,0.31858
2189634,[Kent AI Lab] Koke_Cacao,0.05517
2189634,[Kent AI Lab] Koke_Cacao,0.0425
2189634,[Kent AI Lab] Koke_Cacao,0.03802
2189634,[Kent AI Lab] Koke_Cacao,0.01376
2189634,[Kent AI Lab] Koke_Cacao,0.01105
2304878,"[ods.ai, mipt-oulu] notvgg16",0.61839
2304878,"[ods.ai, mipt-oulu] notvgg16",0.61709
2304878,"[ods.ai, mipt-oulu] notvgg16",0.60369
2304878,"[ods.ai, mipt-oulu] notvgg16",0.59956
2304878,"[ods.ai, mipt-oulu] notvgg16",0.58901
2304878,"[ods.ai, mipt-oulu] notvgg16",0.5874
2304878,"[ods.ai, mipt-oulu] notvgg16",0.58329
2304878,"[ods.ai, mipt-oulu] notvgg16",0.58147
2304878,"[ods.ai, mipt-oulu] notvgg16",0.57823
2304878,"[ods.ai, mipt-oulu] notvgg16",0.56874
2304878,"[ods.ai, mipt-oulu] notvgg16",0.54486
2304878,"[ods.ai, mipt-oulu] notvgg16",0.541
2304878,"[ods.ai, mipt-oulu] notvgg16",0.53242
2304878,"[ods.ai, mipt-oulu] notvgg16",0.51628
2304878,"[ods.ai, mipt-oulu] notvgg16",0.46868
2304878,"[ods.ai, mipt-oulu] notvgg16",0.44136
2304878,"[ods.ai, mipt-oulu] notvgg16",0.43209
2304878,"[ods.ai, mipt-oulu] notvgg16",0.42431
2304878,"[ods.ai, mipt-oulu] notvgg16",0.42304
2304878,"[ods.ai, mipt-oulu] notvgg16",0.10099
2515556,[ods.ai] 🚀,0.6045
2515556,[ods.ai] 🚀,0.60126
2515556,[ods.ai] 🚀,0.60107
2515556,[ods.ai] 🚀,0.6004
2515556,[ods.ai] 🚀,0.60012
2515556,[ods.ai] 🚀,0.59946
2515556,[ods.ai] 🚀,0.59653
2515556,[ods.ai] 🚀,0.59466
2515556,[ods.ai] 🚀,0.59231
2515556,[ods.ai] 🚀,0.59159
2515556,[ods.ai] 🚀,0.59107
2515556,[ods.ai] 🚀,0.59017
2515556,[ods.ai] 🚀,0.58929
2515556,[ods.ai] 🚀,0.58733
2515556,[ods.ai] 🚀,0.57554
2515556,[ods.ai] 🚀,0.57311
2515556,[ods.ai] 🚀,0.57184
2515556,[ods.ai] 🚀,0.56858
2515556,[ods.ai] 🚀,0.56789
2515556,[ods.ai] 🚀,0.55797
2515556,[ods.ai] 🚀,0.55569
2515556,[ods.ai] 🚀,0.53323
2515556,[ods.ai] 🚀,0.5325
2515556,[ods.ai] 🚀,0.50344
2515556,[ods.ai] 🚀,0.50325
2515556,[ods.ai] 🚀,0.45793
2515556,[ods.ai] 🚀,0.44643
2515556,[ods.ai] 🚀,0.42855
2515556,[ods.ai] 🚀,0.41726
2384574,[ods.ai] Aleksandr Zolotarev,0.49049
2384574,[ods.ai] Aleksandr Zolotarev,0.49024
2384574,[ods.ai] Aleksandr Zolotarev,0.4868
2384574,[ods.ai] Aleksandr Zolotarev,0.48432
2384574,[ods.ai] Aleksandr Zolotarev,0.48402
2384574,[ods.ai] Aleksandr Zolotarev,0.47944
2384574,[ods.ai] Aleksandr Zolotarev,0.47283
2384574,[ods.ai] Aleksandr Zolotarev,0.4512
2384574,[ods.ai] Aleksandr Zolotarev,0.44085
2384574,[ods.ai] Aleksandr Zolotarev,0.43088
2384574,[ods.ai] Aleksandr Zolotarev,0.31458
2384574,[ods.ai] Aleksandr Zolotarev,0.31017
2384574,[ods.ai] Aleksandr Zolotarev,0.30404
2191136,[ods.ai] Alex Parinov,0.55881
2191136,[ods.ai] Alex Parinov,0.54092
2191136,[ods.ai] Alex Parinov,0.52908
2191136,[ods.ai] Alex Parinov,0.49346
2191136,[ods.ai] Alex Parinov,0.47738
2191136,[ods.ai] Alex Parinov,0.44421
2191136,[ods.ai] Alex Parinov,0.37514
2191136,[ods.ai] Alex Parinov,0.35027
2199989,[ods.ai] Anton Vess,0.56298
2199989,[ods.ai] Anton Vess,0.56095
2199989,[ods.ai] Anton Vess,0.54034
2199989,[ods.ai] Anton Vess,0.53826
2199989,[ods.ai] Anton Vess,0.51256
2199989,[ods.ai] Anton Vess,0.45536
2199989,[ods.ai] Anton Vess,0.44666
2199989,[ods.ai] Anton Vess,0.4399
2199989,[ods.ai] Anton Vess,0.32459
2199989,[ods.ai] Anton Vess,0.31169
2199989,[ods.ai] Anton Vess,0.24817
2267569,[ods.ai] Artyom Palvelev,0.58695
2267569,[ods.ai] Artyom Palvelev,0.58216
2267569,[ods.ai] Artyom Palvelev,0.58216
2267569,[ods.ai] Artyom Palvelev,0.58145
2267569,[ods.ai] Artyom Palvelev,0.57322
2267569,[ods.ai] Artyom Palvelev,0.57224
2267569,[ods.ai] Artyom Palvelev,0.5709
2267569,[ods.ai] Artyom Palvelev,0.57078
2267569,[ods.ai] Artyom Palvelev,0.54793
2267569,[ods.ai] Artyom Palvelev,0.54593
2267569,[ods.ai] Artyom Palvelev,0.53093
2267569,[ods.ai] Artyom Palvelev,0.51106
2267569,[ods.ai] Artyom Palvelev,0.48444
2267569,[ods.ai] Artyom Palvelev,0.47703
2267569,[ods.ai] Artyom Palvelev,0.46707
2267569,[ods.ai] Artyom Palvelev,0.46278
2267569,[ods.ai] Artyom Palvelev,0.45339
2267569,[ods.ai] Artyom Palvelev,0.43766
2267569,[ods.ai] Artyom Palvelev,0.42192
2267569,[ods.ai] Artyom Palvelev,0.41064
2267569,[ods.ai] Artyom Palvelev,0.34524
2267569,[ods.ai] Artyom Palvelev,0.01924
2267569,[ods.ai] Artyom Palvelev,0.01376
2267569,[ods.ai] Artyom Palvelev,0.00838
2267569,[ods.ai] Artyom Palvelev,0.0058
2267569,[ods.ai] Artyom Palvelev,0.00557
2267569,[ods.ai] Artyom Palvelev,0.00365
2599283,[ods.ai] Ilya Kibardin,0.59866
2599283,[ods.ai] Ilya Kibardin,0.58959
2599283,[ods.ai] Ilya Kibardin,0.58269
2599283,[ods.ai] Ilya Kibardin,0.57746
2599283,[ods.ai] Ilya Kibardin,0.57416
2261878,[ods.ai] Ivan Sosin,0.5863
2261878,[ods.ai] Ivan Sosin,0.58564
2261878,[ods.ai] Ivan Sosin,0.57045
2261878,[ods.ai] Ivan Sosin,0.5617
2261878,[ods.ai] Ivan Sosin,0.54608
2261878,[ods.ai] Ivan Sosin,0.52777
2261878,[ods.ai] Ivan Sosin,0.52279
2261878,[ods.ai] Ivan Sosin,0.52041
2261878,[ods.ai] Ivan Sosin,0.48714
2261878,[ods.ai] Ivan Sosin,0.45087
2261878,[ods.ai] Ivan Sosin,0.4459
2261878,[ods.ai] Ivan Sosin,0.41149
2261878,[ods.ai] Ivan Sosin,0.38951
2261878,[ods.ai] Ivan Sosin,0.37253
2261878,[ods.ai] Ivan Sosin,0.36593
2261878,[ods.ai] Ivan Sosin,0.32788
2185193,[ods.ai] Jeremy's Witnesses,0.61176
2185193,[ods.ai] Jeremy's Witnesses,0.60768
2185193,[ods.ai] Jeremy's Witnesses,0.60507
2185193,[ods.ai] Jeremy's Witnesses,0.60452
2185193,[ods.ai] Jeremy's Witnesses,0.60246
2185193,[ods.ai] Jeremy's Witnesses,0.59954
2185193,[ods.ai] Jeremy's Witnesses,0.59171
2185193,[ods.ai] Jeremy's Witnesses,0.5913
2185193,[ods.ai] Jeremy's Witnesses,0.58562
2185193,[ods.ai] Jeremy's Witnesses,0.58538
2185193,[ods.ai] Jeremy's Witnesses,0.58388
2185193,[ods.ai] Jeremy's Witnesses,0.55944
2185193,[ods.ai] Jeremy's Witnesses,0.55128
2185193,[ods.ai] Jeremy's Witnesses,0.54592
2185193,[ods.ai] Jeremy's Witnesses,0.49059
2185193,[ods.ai] Jeremy's Witnesses,0.49033
2185193,[ods.ai] Jeremy's Witnesses,0.48992
2185193,[ods.ai] Jeremy's Witnesses,0.48267
2185193,[ods.ai] Jeremy's Witnesses,0.48123
2185193,[ods.ai] Jeremy's Witnesses,0.47636
2185193,[ods.ai] Jeremy's Witnesses,0.47526
2185193,[ods.ai] Jeremy's Witnesses,0.46728
2185193,[ods.ai] Jeremy's Witnesses,0.45723
2185193,[ods.ai] Jeremy's Witnesses,0.45245
2185193,[ods.ai] Jeremy's Witnesses,0.4511
2185193,[ods.ai] Jeremy's Witnesses,0.44088
2185193,[ods.ai] Jeremy's Witnesses,0.43623
2185193,[ods.ai] Jeremy's Witnesses,0.42745
2185193,[ods.ai] Jeremy's Witnesses,0.40628
2185193,[ods.ai] Jeremy's Witnesses,0.40086
2185193,[ods.ai] Jeremy's Witnesses,0.39646
2185193,[ods.ai] Jeremy's Witnesses,0.38541
2185193,[ods.ai] Jeremy's Witnesses,0.33931
2185193,[ods.ai] Jeremy's Witnesses,0.33296
2185193,[ods.ai] Jeremy's Witnesses,0.29706
2185193,[ods.ai] Jeremy's Witnesses,0.25913
2185193,[ods.ai] Jeremy's Witnesses,0.0953
2185193,[ods.ai] Jeremy's Witnesses,0.07799
2185193,[ods.ai] Jeremy's Witnesses,0.06968
2185193,[ods.ai] Jeremy's Witnesses,0.04908
2189540,[ods.ai] Miras Amir,0.60377
2189540,[ods.ai] Miras Amir,0.60009
2184086,[ods.ai] n01z3,0.62366
2184086,[ods.ai] n01z3,0.62137
2184086,[ods.ai] n01z3,0.61313
2184086,[ods.ai] n01z3,0.61303
2184086,[ods.ai] n01z3,0.60421
2184086,[ods.ai] n01z3,0.59558
2184086,[ods.ai] n01z3,0.59374
2184086,[ods.ai] n01z3,0.5565
2184086,[ods.ai] n01z3,0.53554
2478499,"[ods.ai] One fox, one goose, one beer",0.507
2478499,"[ods.ai] One fox, one goose, one beer",0.5047
2478499,"[ods.ai] One fox, one goose, one beer",0.49454
2478499,"[ods.ai] One fox, one goose, one beer",0.47002
2478499,"[ods.ai] One fox, one goose, one beer",0.46865
2478499,"[ods.ai] One fox, one goose, one beer",0.45172
2478499,"[ods.ai] One fox, one goose, one beer",0.42085
2478499,"[ods.ai] One fox, one goose, one beer",0.41835
2478499,"[ods.ai] One fox, one goose, one beer",0.40641
2478499,"[ods.ai] One fox, one goose, one beer",0.37295
2478499,"[ods.ai] One fox, one goose, one beer",0.33622
2478499,"[ods.ai] One fox, one goose, one beer",0.33422
2478499,"[ods.ai] One fox, one goose, one beer",0.32393
2478499,"[ods.ai] One fox, one goose, one beer",0.31486
2478499,"[ods.ai] One fox, one goose, one beer",0.21448
2478499,"[ods.ai] One fox, one goose, one beer",0.13434
2478499,"[ods.ai] One fox, one goose, one beer",0.12414
2478499,"[ods.ai] One fox, one goose, one beer",0.09636
2478499,"[ods.ai] One fox, one goose, one beer",0.01924
2498038,[ods.ai] Roman Vlasov,0.60039
2498038,[ods.ai] Roman Vlasov,0.59972
2498038,[ods.ai] Roman Vlasov,0.59769
2498038,[ods.ai] Roman Vlasov,0.59574
2498038,[ods.ai] Roman Vlasov,0.5911
2498038,[ods.ai] Roman Vlasov,0.58893
2498038,[ods.ai] Roman Vlasov,0.58845
2498038,[ods.ai] Roman Vlasov,0.57933
2498038,[ods.ai] Roman Vlasov,0.56077
2498038,[ods.ai] Roman Vlasov,0.52361
2498038,[ods.ai] Roman Vlasov,0.52329
2498038,[ods.ai] Roman Vlasov,0.51933
2498038,[ods.ai] Roman Vlasov,0.50448
2498038,[ods.ai] Roman Vlasov,0.50081
2498038,[ods.ai] Roman Vlasov,0.4922
2498038,[ods.ai] Roman Vlasov,0.49042
2498038,[ods.ai] Roman Vlasov,0.45011
2498038,[ods.ai] Roman Vlasov,0.44095
2498038,[ods.ai] Roman Vlasov,0.40731
2498038,[ods.ai] Roman Vlasov,0.40282
2498038,[ods.ai] Roman Vlasov,0.40087
2498038,[ods.ai] Roman Vlasov,0.39265
2192507,[ods.ai] Sergey Malyutin,0.5706
2192507,[ods.ai] Sergey Malyutin,0.56955
2192507,[ods.ai] Sergey Malyutin,0.56698
2192507,[ods.ai] Sergey Malyutin,0.56455
2192507,[ods.ai] Sergey Malyutin,0.56098
2192507,[ods.ai] Sergey Malyutin,0.55394
2192507,[ods.ai] Sergey Malyutin,0.55346
2192507,[ods.ai] Sergey Malyutin,0.54872
2192507,[ods.ai] Sergey Malyutin,0.54802
2192507,[ods.ai] Sergey Malyutin,0.54537
2192507,[ods.ai] Sergey Malyutin,0.54391
2192507,[ods.ai] Sergey Malyutin,0.54104
2192507,[ods.ai] Sergey Malyutin,0.53741
2192507,[ods.ai] Sergey Malyutin,0.51525
2192507,[ods.ai] Sergey Malyutin,0.51477
2192507,[ods.ai] Sergey Malyutin,0.51351
2192507,[ods.ai] Sergey Malyutin,0.50661
2192507,[ods.ai] Sergey Malyutin,0.48359
2192507,[ods.ai] Sergey Malyutin,0.4766
2192507,[ods.ai] Sergey Malyutin,0.46925
2192507,[ods.ai] Sergey Malyutin,0.46742
2192507,[ods.ai] Sergey Malyutin,0.4621
2192507,[ods.ai] Sergey Malyutin,0.4611
2192507,[ods.ai] Sergey Malyutin,0.45661
2192507,[ods.ai] Sergey Malyutin,0.4549
2192507,[ods.ai] Sergey Malyutin,0.45245
2192507,[ods.ai] Sergey Malyutin,0.44331
2192507,[ods.ai] Sergey Malyutin,0.4407
2192507,[ods.ai] Sergey Malyutin,0.43817
2192507,[ods.ai] Sergey Malyutin,0.39903
2192507,[ods.ai] Sergey Malyutin,0.35692
2192507,[ods.ai] Sergey Malyutin,0.29352
2192507,[ods.ai] Sergey Malyutin,0.2897
2189456,[ods.ai] yamiou,0.56338
2189456,[ods.ai] yamiou,0.56028
2189456,[ods.ai] yamiou,0.55197
2189456,[ods.ai] yamiou,0.5431
2189456,[ods.ai] yamiou,0.53865
2189456,[ods.ai] yamiou,0.48548
2189456,[ods.ai] yamiou,0.46038
2189456,[ods.ai] yamiou,0.45202
2189456,[ods.ai] yamiou,0.42811
2189456,[ods.ai] yamiou,0.41185
2189456,[ods.ai] yamiou,0.40444
2189456,[ods.ai] yamiou,0.26632
2189456,[ods.ai] yamiou,0.25433
2189456,[ods.ai] yamiou,0.21452
2498323,[ods.ai] Yury Dzerin,0.56967
2498323,[ods.ai] Yury Dzerin,0.56719
2498323,[ods.ai] Yury Dzerin,0.55841
2498323,[ods.ai] Yury Dzerin,0.55682
2498323,[ods.ai] Yury Dzerin,0.5552
2498323,[ods.ai] Yury Dzerin,0.54334
2498323,[ods.ai] Yury Dzerin,0.53527
2498323,[ods.ai] Yury Dzerin,0.52193
2498323,[ods.ai] Yury Dzerin,0.46127
2498323,[ods.ai] Yury Dzerin,0.45858
2498323,[ods.ai] Yury Dzerin,0.44001
2498323,[ods.ai] Yury Dzerin,0.43994
2498323,[ods.ai] Yury Dzerin,0.43351
2498323,[ods.ai] Yury Dzerin,0.42666
2198402,[ods.ai]IlyaLion,0.41579
2198402,[ods.ai]IlyaLion,0.40738
2198402,[ods.ai]IlyaLion,0.40494
2198402,[ods.ai]IlyaLion,0.39769
2198402,[ods.ai]IlyaLion,0.37295
2198402,[ods.ai]IlyaLion,0.27138
2198402,[ods.ai]IlyaLion,0.01734
2398595,[open.dse] [ods.ai] V,0.57905
2398595,[open.dse] [ods.ai] V,0.57226
2398595,[open.dse] [ods.ai] V,0.54839
2398595,[open.dse] [ods.ai] V,0.52837
2398595,[open.dse] [ods.ai] V,0.52605
2398595,[open.dse] [ods.ai] V,0.46845
2398595,[open.dse] [ods.ai] V,0.4512
2319670,[Skylum] OleksandrSavsunenko,0.50363
2319670,[Skylum] OleksandrSavsunenko,0.4984
2319670,[Skylum] OleksandrSavsunenko,0.45472
2319670,[Skylum] OleksandrSavsunenko,0.44528
2319670,[Skylum] OleksandrSavsunenko,0.445
2319670,[Skylum] OleksandrSavsunenko,0.30225
2261522,[TensorCell] Patryk Binkowski,0.45385
2261522,[TensorCell] Patryk Binkowski,0.45287
2261522,[TensorCell] Patryk Binkowski,0.43816
2261522,[TensorCell] Patryk Binkowski,0.28055
2261522,[TensorCell] Patryk Binkowski,0.26296
2396565,[unm] Nathan Banks,0.44901
2396565,[unm] Nathan Banks,0.44309
2199108,[为了买房.ppt] Ren,0.5948
2199108,[为了买房.ppt] Ren,0.5913
2199108,[为了买房.ppt] Ren,0.58344
2199108,[为了买房.ppt] Ren,0.57577
2199108,[为了买房.ppt] Ren,0.56323
2199108,[为了买房.ppt] Ren,0.52582
2199108,[为了买房.ppt] Ren,0.51958
2199108,[为了买房.ppt] Ren,0.50527
2199108,[为了买房.ppt] Ren,0.45655
2199108,[为了买房.ppt] Ren,0.44854
2199108,[为了买房.ppt] Ren,0.04073
2271196,#finoallafine,0.64285
2271196,#finoallafine,0.6428
2271196,#finoallafine,0.6418
2271196,#finoallafine,0.63453
2271196,#finoallafine,0.63376
2271196,#finoallafine,0.63369
2271196,#finoallafine,0.62614
2271196,#finoallafine,0.62451
2271196,#finoallafine,0.62302
2271196,#finoallafine,0.62243
2271196,#finoallafine,0.60595
2271196,#finoallafine,0.59335
2271196,#finoallafine,0.5861
2271196,#finoallafine,0.58452
2271196,#finoallafine,0.56293
2271196,#finoallafine,0.55455
2271196,#finoallafine,0.51228
2271196,#finoallafine,0.50277
2271196,#finoallafine,0.50076
2271196,#finoallafine,0.49846
2271196,#finoallafine,0.49524
2271196,#finoallafine,0.4703
2271196,#finoallafine,0.47015
2271196,#finoallafine,0.46855
2271196,#finoallafine,0.45322
2271196,#finoallafine,0.4516
2271196,#finoallafine,0.44312
2271196,#finoallafine,0.3773
2271196,#finoallafine,0.33509
2224349,•﹏•,0.32404
2224349,•﹏•,0.30255
2224349,•﹏•,0.29775
2224349,•﹏•,0.02338
2492509,🇻🇳 Draw me a star,0.62021
2492509,🇻🇳 Draw me a star,0.61952
2492509,🇻🇳 Draw me a star,0.6184
2492509,🇻🇳 Draw me a star,0.6182
2492509,🇻🇳 Draw me a star,0.61803
2492509,🇻🇳 Draw me a star,0.61777
2492509,🇻🇳 Draw me a star,0.6045
2492509,🇻🇳 Draw me a star,0.59709
2492509,🇻🇳 Draw me a star,0.59306
2492509,🇻🇳 Draw me a star,0.59243
2492509,🇻🇳 Draw me a star,0.59232
2492509,🇻🇳 Draw me a star,0.59099
2492509,🇻🇳 Draw me a star,0.58962
2492509,🇻🇳 Draw me a star,0.58015
2492509,🇻🇳 Draw me a star,0.58
2492509,🇻🇳 Draw me a star,0.57781
2492509,🇻🇳 Draw me a star,0.55813
2492509,🇻🇳 Draw me a star,0.53566
2492509,🇻🇳 Draw me a star,0.50444
2492509,🇻🇳 Draw me a star,0.49051
2492509,🇻🇳 Draw me a star,0.49037
2492509,🇻🇳 Draw me a star,0.47609
2492509,🇻🇳 Draw me a star,0.44726
2492509,🇻🇳 Draw me a star,0.43793
2492509,🇻🇳 Draw me a star,0.43503
2492509,🇻🇳 Draw me a star,0.39704
2492509,🇻🇳 Draw me a star,0.38669
2492509,🇻🇳 Draw me a star,0.31831
2492509,🇻🇳 Draw me a star,0.30838
2492509,🇻🇳 Draw me a star,0.10152
2492509,🇻🇳 Draw me a star,0.08991
2305753,🇻🇳 KTD,0.58941
2305753,🇻🇳 KTD,0.58854
2305753,🇻🇳 KTD,0.58847
2305753,🇻🇳 KTD,0.58402
2305753,🇻🇳 KTD,0.57892
2305753,🇻🇳 KTD,0.57578
2305753,🇻🇳 KTD,0.57353
2305753,🇻🇳 KTD,0.57158
2305753,🇻🇳 KTD,0.57151
2305753,🇻🇳 KTD,0.54802
2305753,🇻🇳 KTD,0.54302
2305753,🇻🇳 KTD,0.53847
2305753,🇻🇳 KTD,0.52319
2305753,🇻🇳 KTD,0.52309
2305753,🇻🇳 KTD,0.5022
2305753,🇻🇳 KTD,0.49228
2305753,🇻🇳 KTD,0.4512
2305753,🇻🇳 KTD,0.44085
2305753,🇻🇳 KTD,0.41532
2305753,🇻🇳 KTD,0.41483
2305753,🇻🇳 KTD,0.37545
2305753,🇻🇳 KTD,0.31632
2189918,🔬,0.3545
2189918,🔬,0.33264
2189918,🔬,0.27889
2189918,🔬,0.22483
2311886,1412hyde,0.23918
2311886,1412hyde,0.239
2311886,1412hyde,0.2383
2311886,1412hyde,0.22935
2311886,1412hyde,0.13583
2311886,1412hyde,0.06125
2311886,1412hyde,0.03386
2311886,1412hyde,0.03034
2311886,1412hyde,0.02781
2329952,31diots,0.26151
2380122,3ERafs20d,0.50538
2380122,3ERafs20d,0.50234
2380122,3ERafs20d,0.49487
2380122,3ERafs20d,0.4899
2380122,3ERafs20d,0.48525
2380122,3ERafs20d,0.46905
2380122,3ERafs20d,0.4568
2380122,3ERafs20d,0.45083
2380122,3ERafs20d,0.17682
2380122,3ERafs20d,0.15311
2380122,3ERafs20d,0.04511
2380122,3ERafs20d,0.03326
2380122,3ERafs20d,0.01893
2297481,5 Criminals,0.46607
2297481,5 Criminals,0.4575
2297481,5 Criminals,0.44827
2297481,5 Criminals,0.44656
2297481,5 Criminals,0.42919
2297481,5 Criminals,0.33635
2297481,5 Criminals,0.25277
2598809,66h,0.44569
2598809,66h,0.4384
2435738,7-day protein proteam,0.5865
2435738,7-day protein proteam,0.57839
2435738,7-day protein proteam,0.5782
2435738,7-day protein proteam,0.56561
2435738,7-day protein proteam,0.53998
2435738,7-day protein proteam,0.5254
2435738,7-day protein proteam,0.48548
2435738,7-day protein proteam,0.48212
2435738,7-day protein proteam,0.42401
2435738,7-day protein proteam,0.41914
2435738,7-day protein proteam,0.41427
2442911,7A-243,0.46949
2442911,7A-243,0.43739
2442911,7A-243,0.42226
2442911,7A-243,0.39348
2442911,7A-243,0.32923
2442911,7A-243,0.32838
2442911,7A-243,0.04992
2482940,a pirate king,0.36302
2482940,a pirate king,0.32166
2482940,a pirate king,0.31449
2482940,a pirate king,0.25311
2482940,a pirate king,0.24248
2482940,a pirate king,0.24191
2482940,a pirate king,0.1914
2482940,a pirate king,0.1885
